id,OCCUPATION_42,Sex,Insee_code,is_student,ACTIVITY_TYPE,household,credential,age_2018,target
44990,"csp_7_2","Female","51536",FALSE,"AT.2.1","ft4.2","dip1-7",91,"J"
44995,"csp_8_5","Female","51550",FALSE,"AT.2.4","ft4.4","dip3",38,"J"
44996,"csp_3_3","Female","51552",FALSE,"AT.1.1","ft4.1","dip1-4",60,"J"
44998,"csp_6_2","Female","51553",FALSE,"AT.1.2","ft4.2","dip1-3",30,"J"
44999,"csp_4_7","Male","51559",FALSE,"AT.1.2","ft4.4","dip1-4",64,"J"
45001,"csp_4_7","Female","51559",FALSE,"AT.1.1","ft4.1","dip1-6",28,"J"
45002,"csp_8_4","Female","51559",TRUE,"AT.2.2","ft4.1","dip1-2",16,"J"
45004,"csp_5_2","Female","51560",FALSE,"AT.1.1","ft4.1","dip1-3",39,"P"
45007,"csp_1_1","Female","51567",FALSE,"AT.1.1","ft4.1","dip1-3",60,"P"
45008,"csp_6_2","Male","51571",FALSE,"AT.1.1","ft1.1","dip1-3",50,"J"
45012,"csp_3_7","Male","51573",FALSE,"AT.1.1","ft4.2","dip1-7",65,"J"
45013,"csp_7_5","Female","51573",FALSE,"AT.2.1","ft4.4","dip1-3",72,"J"
45016,"csp_6_4","Female","51573",FALSE,"AT.1.1","ft4.1","dip1-6",39,"J"
45019,"csp_5_4","Female","51573",FALSE,"AT.1.2","ft4.2","dip1-7",37,"J"
45022,"csp_4_5","Female","51573",FALSE,"AT.1.1","ft4.1","dip1-6",47,"J"
45023,"csp_4_8","Male","51573",FALSE,"AT.1.1","ft4.1","dip1-6",34,"J"
45024,"csp_6_7","Male","51576",FALSE,"AT.1.1","ft4.1","dip1-3",52,"J"
45026,"csp_7_2","Female","51576",FALSE,"AT.2.1","ft1.2","dip1-1",87,"P"
45027,"csp_6_5","Male","51576",FALSE,"AT.1.2","ft4.3","dip1-3",42,"J"
45029,"csp_7_7","Female","51589",FALSE,"AT.2.1","ft1.2","dip2",82,"J"
45030,"csp_5_2","Female","51597",FALSE,"AT.1.1","ft3.2","dip1-4",39,"J"
45031,"csp_4_7","Male","51598",FALSE,"AT.1.1","ft4.1","dip1-6",38,"J"
45032,"csp_7_7","Female","51599",FALSE,"AT.2.1","ft1.2","dip1-1",93,"P"
45033,"csp_5_2","Male","51603",FALSE,"AT.1.1","ft4.1","dip1-3",52,"J"
45035,"csp_5_6","Female","51609",FALSE,"AT.1.1","ft4.1","dip1-2",57,"J"
45036,"csp_5_2","Female","51611",FALSE,"AT.1.1","ft4.1","dip1-6",44,"J"
45038,"csp_4_3","Female","51612",FALSE,"AT.1.1","ft1.2","dip1-8",58,"J"
45039,"csp_8_5","Female","51612",FALSE,"AT.2.4","ft4.2","dip1-3",46,"J"
45044,"csp_6_2","Female","51612",FALSE,"AT.1.1","ft4.1","dip1-2",30,"J"
45047,"csp_5_5","Male","51613",TRUE,"AT.1.1","ft3.2","dip1-4",23,"J"
45049,"csp_7_7","Female","51617",FALSE,"AT.2.1","ft4.4","dip1-3",62,"P"
45050,"csp_3_4","Female","51618",FALSE,"AT.1.1","ft1.2","dip1-8",41,"J"
45055,"csp_5_5","Male","51629",FALSE,"AT.1.1","ft3.1","dip1-4",44,"J"
45056,"csp_6_2","Female","51630",FALSE,"AT.1.1","ft4.3","dip1-1",61,"P"
45058,"csp_5_6","Male","51633",TRUE,"AT.1.1","ft4.1","dip1-4",21,"J"
45060,"csp_1_3","Female","51636",FALSE,"AT.1.1","ft1.2","dip1-7",26,"J"
45061,"csp_8_5","Female","51642",FALSE,"AT.2.4","ft3.2","dip2",25,"J"
45065,"csp_8_6","Female","51646",FALSE,"AT.2.4","ft4.2","dip1-5",65,"J"
45068,"csp_4_6","Male","51649",FALSE,"AT.1.1","ft4.1","dip1-4",48,"P"
45069,"csp_5_6","Male","51649",TRUE,"AT.1.1","ft4.2","dip1-2",16,"J"
45070,"csp_8_4","Male","51649",TRUE,"AT.2.2","ft3.1","dip1-3",16,"J"
45072,"csp_4_3","Male","51649",FALSE,"AT.1.1","ft4.1","dip1-6",40,"P"
45074,"csp_4_3","Female","51649",FALSE,"AT.1.1","ft4.1","dip1-7",43,"J"
45076,"csp_3_3","Male","51649",FALSE,"AT.1.1","ft4.1","dip2",58,"J"
45077,"csp_6_2","Male","51649",FALSE,"AT.1.1","ft4.1","dip2",56,"J"
45078,"csp_6_3","Male","51649",FALSE,"AT.1.2","ft4.3","dip1-3",41,"P"
45079,"csp_6_3","Male","51649",FALSE,"AT.1.1","ft4.2","dip2",37,"J"
45080,"csp_6_2","Male","51649",FALSE,"AT.1.1","ft3.1","dip1-3",54,"P"
45082,"csp_4_2","Female","51649",FALSE,"AT.1.1","ft4.1","dip1-7",46,"J"
45084,"csp_7_7","Female","51649",FALSE,"AT.2.1","ft1.2","dip1-3",76,"J"
45086,"csp_4_6","Male","51650",FALSE,"AT.1.2","ft4.2","dip1-8",24,"J"
45087,"csp_5_2","Female","51660",FALSE,"AT.1.1","ft4.1","dip1-6",51,"J"
45090,"csp_8_5","Male","51662",TRUE,"AT.2.2","ft3.1","dip3",15,"J"
45092,"csp_8_4","Female","51662",TRUE,"AT.2.2","ft3.2","dip3",19,"J"
45093,"csp_8_5","Male","51662",FALSE,"AT.2.5","ft1.1","dip2",31,"J"
45096,"csp_6_4","Male","51662",FALSE,"AT.1.1","ft4.2","dip1-3",48,"J"
45097,"csp_3_1","Male","51662",FALSE,"AT.1.1","ft4.1","dip1-8",44,"J"
45100,"csp_5_2","Female","51662",FALSE,"AT.1.1","ft4.1","dip1-3",50,"P"
45101,"csp_7_1","Male","51662",FALSE,"AT.2.1","ft4.4","dip2",85,"J"
45104,"csp_3_4","Male","51663",FALSE,"AT.1.1","ft4.1","dip1-8",26,"J"
45105,"csp_6_3","Male","52006",FALSE,"AT.1.1","ft4.1","dip1-3",60,"J"
45110,"csp_6_2","Male","52050",FALSE,"AT.1.2","ft3.1","dip1-5",30,"J"
45111,"csp_7_4","Male","52050",FALSE,"AT.2.1","ft4.4","dip1-3",72,"J"
45113,"csp_7_8","Female","52055",FALSE,"AT.2.1","ft1.2","dip2",85,"J"
45116,"csp_7_1","Male","52058",FALSE,"AT.2.1","ft4.3","dip1-3",70,"J"
45117,"csp_8_5","Female","52058",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45119,"csp_6_7","Male","52060",FALSE,"AT.1.1","ft4.2","dip1-3",36,"J"
45121,"csp_6_3","Male","52064",FALSE,"AT.1.2","ft1.1","dip1-3",32,"J"
45123,"csp_5_3","Male","52064",FALSE,"AT.1.1","ft4.1","dip1-2",41,"J"
45124,"csp_7_4","Male","52076",FALSE,"AT.2.1","ft1.1","dip1-3",70,"P"
45126,"csp_7_7","Female","52083",FALSE,"AT.2.1","ft4.4","dip1-4",63,"P"
45127,"csp_8_5","Female","52087",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45128,"csp_7_8","Female","52087",FALSE,"AT.2.1","ft4.4","dip3",92,"J"
45130,"csp_8_4","Male","52093",TRUE,"AT.2.2","ft4.2","dip2",18,"J"
45131,"csp_6_5","Male","52093",FALSE,"AT.1.2","ft4.3","dip3",59,"J"
45133,"csp_5_6","Female","52093",FALSE,"AT.1.2","ft1.2","dip1-3",53,"J"
45135,"csp_6_2","Male","52104",FALSE,"AT.1.2","ft4.3","dip1-3",66,"J"
45137,"csp_6_7","Male","52114",FALSE,"AT.1.1","ft1.1","dip1-3",37,"J"
45139,"csp_5_2","Female","52116",FALSE,"AT.1.1","ft4.1","dip1-5",27,"J"
45140,"csp_6_7","Male","52118",FALSE,"AT.1.1","ft4.2","dip1-4",28,"J"
45148,"csp_7_7","Female","52121",FALSE,"AT.2.1","ft4.4","dip1-3",70,"P"
45151,"csp_7_7","Female","52121",FALSE,"AT.2.1","ft4.4","dip1-3",70,"J"
45152,"csp_7_7","Female","52121",FALSE,"AT.2.1","ft1.2","dip1-2",84,"J"
45153,"csp_3_7","Male","52121",FALSE,"AT.1.1","ft4.1","dip1-6",59,"J"
45154,"csp_6_9","Male","52121",FALSE,"AT.1.1","ft4.1","dip3",38,"J"
45155,"csp_4_2","Male","52121",FALSE,"AT.1.1","ft1.1","dip1-7",66,"J"
45156,"csp_4_7","Male","52121",FALSE,"AT.1.1","ft4.1","dip1-6",30,"J"
45157,"csp_6_2","Male","52121",FALSE,"AT.1.1","ft4.1","dip3",35,"J"
45158,"csp_7_8","Male","52121",FALSE,"AT.2.1","ft4.4","dip1-1",66,"J"
45159,"csp_7_7","Male","52121",FALSE,"AT.2.1","ft1.1","dip1-1",88,"J"
45161,"csp_7_7","Female","52121",FALSE,"AT.2.1","ft3.2","dip3",68,"J"
45162,"csp_8_4","Male","52121",TRUE,"AT.2.2","ft1.1","dip1-4",20,"J"
45167,"csp_3_1","Male","52121",FALSE,"AT.1.1","ft4.1","dip1-8",33,"J"
45169,"csp_5_6","Female","52121",FALSE,"AT.1.1","ft4.3","dip3",60,"J"
45171,"csp_8_4","Male","52121",TRUE,"AT.2.2","ft3.2","dip1-2",16,"J"
45173,"csp_1_1","Male","52121",FALSE,"AT.1.1","ft4.1","dip1-5",46,"J"
45175,"csp_7_5","Female","52121",FALSE,"AT.2.1","ft4.4","dip1-5",73,"J"
45178,"csp_8_4","Female","52123",TRUE,"AT.2.2","ft4.1","dip1-4",21,"J"
45183,"csp_5_5","Female","52130",TRUE,"AT.1.1","ft4.3","dip1-6",29,"J"
45184,"csp_4_3","Female","52130",FALSE,"AT.1.2","ft4.3","dip1-3",24,"P"
45185,"csp_4_7","Male","52134",FALSE,"AT.1.2","ft4.4","dip1-3",24,"J"
45191,"csp_7_5","Male","52164",FALSE,"AT.2.1","ft1.1","dip1-6",75,"P"
45192,"csp_7_5","Male","52169",FALSE,"AT.2.1","ft4.4","dip1-7",72,"P"
45194,"csp_7_5","Female","52182",FALSE,"AT.2.1","ft1.2","dip1-6",74,"P"
45195,"csp_7_5","Female","52189",FALSE,"AT.2.1","ft4.4","dip1-6",72,"P"
45199,"csp_6_3","Male","52206",FALSE,"AT.1.1","ft4.1","dip1-5",28,"J"
45200,"csp_7_7","Female","52211",FALSE,"AT.2.1","ft4.4","dip2",65,"J"
45201,"csp_5_6","Female","52211",FALSE,"AT.1.1","ft4.1","dip1-4",55,"P"
45204,"csp_5_3","Male","52211",TRUE,"AT.1.1","ft4.1","dip1-3",25,"J"
45207,"csp_3_4","Male","52212",FALSE,"AT.1.1","ft4.2","dip1-8",27,"J"
45211,"csp_7_7","Female","52235",FALSE,"AT.2.1","ft1.2","dip1-4",69,"P"
45212,"csp_7_7","Female","52237",FALSE,"AT.2.1","ft4.4","dip1",70,"P"
45213,"csp_5_5","Female","52240",FALSE,"AT.1.2","ft4.4","dip1-4",46,"J"
45214,"csp_6_8","Female","52242",FALSE,"AT.1.1","ft4.1","dip3",48,"J"
45215,"csp_7_7","Female","52244",FALSE,"AT.2.1","ft4.4","dip1-8",66,"J"
45216,"csp_5_5","Female","52248",FALSE,"AT.1.1","ft4.3","dip1-3",59,"P"
45217,"csp_5_2","Female","52248",FALSE,"AT.1.1","ft4.3","dip1-4",23,"J"
45220,"csp_4_3","Female","52250",TRUE,"AT.1.1","ft4.1","dip1-8",48,"J"
45221,"csp_7_1","Male","52250",FALSE,"AT.2.1","ft1.1","dip1-1",96,"J"
45224,"csp_8_5","Female","52256",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45226,"csp_5_5","Female","52269",FALSE,"AT.1.1","ft4.3","dip1-2",61,"J"
45227,"csp_6_3","Male","52269",FALSE,"AT.1.1","ft4.1","dip3",61,"J"
45231,"csp_8_5","Female","52269",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45232,"csp_6_3","Male","52269",FALSE,"AT.1.1","ft4.2","dip1-5",37,"P"
45233,"csp_5_5","Male","52271",FALSE,"AT.1.2","ft1.1","dip1-5",56,"P"
45235,"csp_6_5","Male","52282",FALSE,"AT.1.1","ft4.1","dip1-5",39,"J"
45237,"csp_7_8","Male","52292",FALSE,"AT.2.1","ft1.1","dip3",62,"P"
45238,"csp_8_6","Female","52292",FALSE,"AT.2.4","ft4.4","dip1-1",68,"P"
45239,"csp_6_3","Male","52292",FALSE,"AT.1.1","ft4.1","dip1",49,"J"
45241,"csp_7_7","Female","52297",FALSE,"AT.2.1","ft1.2","dip2",90,"J"
45245,"csp_7_5","Male","52305",FALSE,"AT.2.1","ft4.4","dip1-1",71,"P"
45247,"csp_4_6","Male","52311",FALSE,"AT.1.1","ft4.1","dip1-4",32,"J"
45249,"csp_6_7","Male","52321",FALSE,"AT.1.1","ft4.1","dip2",47,"J"
45250,"csp_6_9","Female","52327",FALSE,"AT.1.1","ft4.1","dip1-3",35,"J"
45253,"csp_7_4","Male","52332",FALSE,"AT.2.1","ft1.1","dip1-7",72,"J"
45256,"csp_8_4","Male","52348",TRUE,"AT.2.2","ft3.1","dip3",15,"J"
45258,"csp_6_2","Male","52353",FALSE,"AT.1.1","ft3.1","dip1-3",32,"J"
45262,"csp_5_2","Female","52353",FALSE,"AT.1.1","ft4.1","dip3",49,"P"
45264,"csp_7_5","Female","52365",FALSE,"AT.2.1","ft4.1","dip1-4",89,"J"
45274,"csp_8_5","Female","52414",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45277,"csp_5_5","Female","52432",FALSE,"AT.1.2","ft4.2","dip3",50,"J"
45280,"csp_6_2","Male","52437",FALSE,"AT.1.1","ft4.4","dip2",54,"J"
45281,"csp_4_3","Female","52440",FALSE,"AT.1.2","ft4.1","dip1-6",32,"J"
45283,"csp_5_2","Female","52448",FALSE,"AT.1.1","ft4.1","dip1-3",35,"P"
45285,"csp_2_3","Male","52448",FALSE,"AT.1.1","ft4.1","dip1-3",43,"J"
45287,"csp_6_2","Male","52448",FALSE,"AT.1.1","ft4.1","dip1-5",38,"J"
45289,"csp_1_1","Female","52448",FALSE,"AT.1.1","ft4.1","dip1-6",58,"P"
45292,"csp_7_8","Female","52448",FALSE,"AT.2.1","ft4.3","dip1-1",99,"J"
45293,"csp_8_5","Female","52448",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
45294,"csp_6_8","Female","52448",FALSE,"AT.1.1","ft4.1","dip1-3",54,"P"
45295,"csp_7_7","Female","52448",FALSE,"AT.2.1","ft4.4","dip1-3",70,"P"
45298,"csp_7_7","Female","52448",FALSE,"AT.2.1","ft1.2","dip2",84,"J"
45299,"csp_5_5","Female","52448",FALSE,"AT.1.1","ft1.2","dip1-4",31,"J"
45300,"csp_7_8","Male","52448",FALSE,"AT.2.1","ft4.4","dip1-3",68,"P"
45304,"csp_5_3","Male","52448",FALSE,"AT.1.1","ft4.4","dip1-3",33,"J"
45305,"csp_7_7","Female","52448",FALSE,"AT.2.1","ft1.2","dip1-4",69,"J"
45307,"csp_5_2","Female","52448",FALSE,"AT.1.1","ft4.3","dip1-2",62,"J"
45308,"csp_7_7","Male","52448",FALSE,"AT.2.1","ft4.4","dip1-3",65,"P"
45311,"csp_8_5","Male","52448",TRUE,"AT.2.2","ft3.2","dip3",16,"J"
45315,"csp_2_3","Male","52453",FALSE,"AT.1.1","ft4.1","dip1-8",60,"J"
45317,"csp_7_7","Male","52456",FALSE,"AT.2.1","ft3.2","dip1-1",68,"J"
45322,"csp_7_7","Male","52469",FALSE,"AT.2.1","ft1.1","dip1-2",94,"J"
45323,"csp_5_3","Male","52470",FALSE,"AT.1.2","ft4.4","dip1-8",70,"J"
45325,"csp_6_2","Male","52473",FALSE,"AT.1.1","ft4.1","dip1-5",48,"J"
45327,"csp_3_1","Male","52479",FALSE,"AT.1.1","ft1.1","dip1-8",32,"J"
45328,"csp_5_4","Female","52479",FALSE,"AT.1.1","ft4.1","dip1-5",47,"J"
45331,"csp_6_3","Male","52487",FALSE,"AT.1.2","ft1.1","dip1-3",48,"J"
45332,"csp_4_2","Female","52488",FALSE,"AT.1.1","ft4.1","dip1-7",55,"J"
45333,"csp_7_8","Female","52497",FALSE,"AT.2.1","ft4.2","dip1-1",64,"P"
45335,"csp_5_2","Female","52497",FALSE,"AT.1.1","ft3.2","dip1-2",40,"J"
45342,"csp_8_5","Male","52529",TRUE,"AT.2.2","ft3.2","dip3",16,"J"
45345,"csp_6_4","Male","52534",FALSE,"AT.1.1","ft4.2","dip3",49,"J"
45346,"csp_8_5","Female","52540",FALSE,"AT.2.5","ft4.4","dip1-2",36,"J"
45347,"csp_7_4","Male","52543",FALSE,"AT.2.1","ft1.1","dip1-8",68,"J"
45348,"csp_7_8","Female","52550",FALSE,"AT.2.1","ft1.2","dip2",89,"J"
45349,"csp_6_3","Male","52550",FALSE,"AT.1.1","ft4.1","dip1-3",20,"J"
45350,"csp_8_4","Female","52550",TRUE,"AT.2.2","ft4.1","dip1-1",16,"J"
45352,"csp_8_4","Male","53001",TRUE,"AT.2.2","ft4.1","dip1-5",20,"P"
45353,"csp_4_5","Female","53001",FALSE,"AT.1.1","ft4.1","dip1-7",47,"J"
45355,"csp_8_5","Male","53003",FALSE,"AT.2.5","ft4.1","dip1-6",19,"J"
45356,"csp_7_2","Male","53003",FALSE,"AT.2.1","ft1.1","dip1-3",81,"J"
45357,"csp_7_7","Female","53003",FALSE,"AT.2.1","ft4.4","dip1-4",66,"J"
45361,"csp_7_7","Male","53005",FALSE,"AT.2.1","ft4.4","dip1-1",66,"J"
45363,"csp_8_4","Female","53007",TRUE,"AT.2.2","ft4.1","dip1-2",15,"J"
45364,"csp_5_2","Female","53007",FALSE,"AT.1.2","ft4.2","dip3",37,"J"
45365,"csp_7_8","Female","53007",FALSE,"AT.2.1","ft1.2","dip1-1",86,"J"
45366,"csp_7_2","Female","53007",FALSE,"AT.2.1","ft4.4","dip1-3",85,"J"
45371,"csp_7_8","Female","53008",FALSE,"AT.2.1","ft4.4","dip1-3",66,"P"
45375,"csp_6_4","Male","53015",FALSE,"AT.1.1","ft4.1","dip1-3",62,"P"
45376,"csp_7_8","Male","53016",FALSE,"AT.2.1","ft1.1","dip2",71,"J"
45377,"csp_7_7","Female","53016",FALSE,"AT.2.1","ft1.2","dip1-1",72,"J"
45378,"csp_7_7","Female","53016",FALSE,"AT.2.1","ft4.4","dip1-4",68,"J"
45382,"csp_3_4","Male","53021",FALSE,"AT.1.1","ft4.1","dip1-7",51,"P"
45385,"csp_5_4","Female","53025",FALSE,"AT.1.1","ft1.2","dip1-6",47,"P"
45388,"csp_3_8","Male","53029",TRUE,"AT.1.1","ft4.1","dip1-8",26,"J"
45391,"csp_8_4","Female","53031",FALSE,"AT.2.2","ft2.0","dip3",21,"J"
45392,"csp_7_8","Male","53034",FALSE,"AT.2.1","ft4.4","dip1",83,"P"
45393,"csp_7_2","Female","53034",FALSE,"AT.2.1","ft1.2","dip1-3",79,"P"
45395,"csp_8_5","Female","53034",FALSE,"AT.2.5","ft4.4","dip1-3",54,"J"
45397,"csp_4_6","Female","53034",FALSE,"AT.1.1","ft4.1","dip1-6",33,"J"
45399,"csp_7_7","Female","53034",FALSE,"AT.2.1","ft4.4","dip1",85,"P"
45401,"csp_4_6","Female","53036",FALSE,"AT.1.1","ft4.1","dip1-4",31,"J"
45407,"csp_5_6","Female","53040",FALSE,"AT.1.2","ft4.2","dip1-3",39,"J"
45408,"csp_7_1","Male","53041",FALSE,"AT.2.1","ft1.1","dip1-1",69,"P"
45409,"csp_7_7","Female","53042",FALSE,"AT.2.1","ft4.4","dip1-3",63,"P"
45410,"csp_7_8","Female","53043",FALSE,"AT.2.1","ft4.4","dip1-2",65,"J"
45412,"csp_7_7","Female","53048",FALSE,"AT.2.1","ft1.2","dip1-1",81,"J"
45414,"csp_3_5","Female","53049",FALSE,"AT.1.1","ft4.1","dip1-6",41,"J"
45415,"csp_6_2","Male","53049",FALSE,"AT.1.2","ft1.1","dip1-3",27,"P"
45418,"csp_7_1","Female","53054",FALSE,"AT.2.1","ft4.1","dip1-1",92,"J"
45419,"csp_7_7","Female","53054",FALSE,"AT.2.1","ft4.4","dip1-3",61,"P"
45420,"csp_6_5","Male","53054",FALSE,"AT.1.1","ft4.1","dip1-3",31,"P"
45427,"csp_6_4","Male","53054",FALSE,"AT.1.1","ft1.1","dip1-3",41,"J"
45428,"csp_5_6","Female","53054",FALSE,"AT.1.1","ft4.1","dip1-6",46,"J"
45429,"csp_7_7","Female","53055",FALSE,"AT.2.1","ft4.4","dip1-3",71,"P"
45435,"csp_7_7","Female","53057",FALSE,"AT.2.1","ft3.2","dip1-2",70,"J"
45437,"csp_7_8","Male","53061",FALSE,"AT.2.1","ft4.4","dip3",91,"J"
45439,"csp_4_6","Male","53061",FALSE,"AT.1.1","ft4.1","dip1-2",38,"P"
45440,"csp_8_1","Female","53061",FALSE,"AT.1.2","ft4.4","dip1-5",41,"J"
45441,"csp_6_7","Female","53062",FALSE,"AT.1.1","ft4.1","dip1-3",53,"P"
45442,"csp_5_2","Female","53062",FALSE,"AT.1.1","ft1.2","dip1-6",61,"P"
45450,"csp_7_5","Female","53062",FALSE,"AT.2.1","ft1.2","dip1-1",86,"P"
45451,"csp_7_2","Male","53062",FALSE,"AT.2.1","ft4.4","dip1-2",68,"P"
45455,"csp_6_2","Male","53062",FALSE,"AT.1.1","ft1.1","dip1-3",53,"P"
45457,"csp_8_4","Male","53062",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
45458,"csp_7_4","Male","53062",FALSE,"AT.2.1","ft4.4","dip1-7",69,"P"
45464,"csp_6_7","Male","53062",FALSE,"AT.1.1","ft4.1","dip3",27,"J"
45468,"csp_5_4","Female","53067",TRUE,"AT.1.1","ft4.1","dip1-5",21,"J"
45474,"csp_6_4","Female","53072",FALSE,"AT.1.2","ft1.2","dip1-3",37,"J"
45476,"csp_6_3","Male","53074",FALSE,"AT.1.2","ft1.1","dip1-3",45,"P"
45478,"csp_6_8","Male","53075",FALSE,"AT.1.1","ft1.1","dip1-3",45,"J"
45479,"csp_6_3","Male","53077",FALSE,"AT.1.1","ft4.1","dip1-5",33,"J"
45484,"csp_7_7","Female","53078",FALSE,"AT.2.1","ft1.2","dip1-1",81,"P"
45486,"csp_7_7","Female","53082",FALSE,"AT.2.1","ft4.4","dip1-3",63,"P"
45488,"csp_8_5","Female","53084",FALSE,"AT.2.5","ft4.4","dip1-5",63,"J"
45489,"csp_5_2","Female","53084",FALSE,"AT.1.2","ft4.2","dip1-3",33,"J"
45491,"csp_7_2","Female","53084",FALSE,"AT.2.1","ft1.2","dip1-1",80,"P"
45497,"csp_7_8","Female","53084",FALSE,"AT.2.1","ft4.4","dip1-2",72,"J"
45504,"csp_6_7","Male","53089",FALSE,"AT.1.1","ft2.0","dip1-3",55,"J"
45508,"csp_6_2","Male","53094",FALSE,"AT.1.1","ft4.1","dip1-3",43,"P"
45510,"csp_6_5","Male","53096",FALSE,"AT.1.1","ft4.1","dip1-7",39,"J"
45515,"csp_7_2","Female","53096",FALSE,"AT.2.1","ft4.4","dip2",91,"J"
45517,"csp_7_4","Female","53097",FALSE,"AT.2.1","ft3.2","dip1-1",92,"J"
45519,"csp_5_6","Female","53097",FALSE,"AT.1.1","ft3.2","dip1-3",53,"P"
45522,"csp_7_8","Female","53097",FALSE,"AT.2.1","ft4.4","dip1-3",65,"J"
45529,"csp_7_5","Female","53100",FALSE,"AT.2.1","ft1.2","dip1-6",60,"J"
45532,"csp_8_5","Male","53103",FALSE,"AT.2.5","ft2.0","dip1-3",22,"J"
45533,"csp_6_9","Male","53103",FALSE,"AT.1.1","ft1.1","dip1-3",23,"J"
45535,"csp_7_5","Male","53103",FALSE,"AT.2.1","ft4.4","dip1-4",71,"J"
45536,"csp_6_8","Male","53106",FALSE,"AT.1.1","ft4.3","dip1-3",30,"P"
45539,"csp_5_6","Female","53107",FALSE,"AT.1.1","ft4.1","dip1-5",52,"J"
45540,"csp_8_5","Male","53107",FALSE,"AT.2.5","ft4.4","dip1-1",62,"J"
45546,"csp_7_5","Female","53110",FALSE,"AT.2.1","ft4.4","dip1-7",67,"J"
45547,"csp_7_7","Female","53115",FALSE,"AT.2.1","ft4.4","dip1-2",67,"J"
45550,"csp_5_5","Male","53116",FALSE,"AT.1.1","ft4.1","dip1-5",51,"J"
45553,"csp_6_2","Female","53118",FALSE,"AT.1.1","ft4.1","dip1-7",29,"J"
45554,"csp_3_1","Male","53119",FALSE,"AT.1.2","ft4.4","dip1-7",44,"J"
45555,"csp_7_5","Female","53119",FALSE,"AT.2.1","ft1.2","dip1-6",98,"J"
45558,"csp_5_6","Female","53119",FALSE,"AT.1.1","ft4.1","dip1-5",29,"P"
45559,"csp_7_4","Male","53119",FALSE,"AT.2.1","ft4.4","dip1-4",69,"J"
45562,"csp_3_4","Female","53121",FALSE,"AT.1.1","ft1.2","dip1-7",45,"J"
45564,"csp_5_2","Female","53121",FALSE,"AT.1.1","ft4.1","dip1-3",24,"J"
45566,"csp_5_6","Female","53122",FALSE,"AT.1.1","ft4.1","dip1-5",22,"J"
45569,"csp_5_2","Female","53124",FALSE,"AT.1.1","ft1.2","dip1-3",60,"P"
45571,"csp_3_8","Male","53125",FALSE,"AT.1.1","ft4.1","dip1-6",35,"J"
45574,"csp_7_8","Male","53126",FALSE,"AT.2.1","ft4.4","dip2",68,"P"
45575,"csp_2_1","Male","53126",FALSE,"AT.1.2","ft4.3","dip1-3",64,"J"
45577,"csp_8_5","Female","53127",TRUE,"AT.2.2","ft3.1","dip3",15,"J"
45578,"csp_4_8","Male","53127",FALSE,"AT.1.1","ft3.1","dip1-2",49,"J"
45580,"csp_8_4","Female","53127",TRUE,"AT.2.2","ft4.1","dip1-2",20,"J"
45582,"csp_8_5","Female","53130",TRUE,"AT.2.2","ft4.1","dip3",16,"J"
45586,"csp_8_5","Female","53130",FALSE,"AT.2.5","ft4.1","dip2",46,"J"
45587,"csp_8_4","Male","53130",TRUE,"AT.2.2","ft4.2","dip3",18,"J"
45588,"csp_7_1","Male","53130",FALSE,"AT.2.1","ft4.4","dip2",83,"J"
45589,"csp_5_6","Female","53130",FALSE,"AT.1.1","ft4.1","dip1-3",35,"P"
45591,"csp_7_7","Female","53130",FALSE,"AT.2.1","ft4.4","dip1-4",66,"J"
45594,"csp_7_7","Male","53130",FALSE,"AT.2.1","ft4.3","dip1-7",70,"P"
45595,"csp_1_1","Male","53130",FALSE,"AT.1.1","ft3.2","dip1-3",56,"J"
45598,"csp_8_5","Female","53130",FALSE,"AT.2.4","ft4.2","dip3",35,"J"
45600,"csp_3_8","Male","53130",FALSE,"AT.1.1","ft4.1","dip1-6",45,"J"
45602,"csp_6_3","Male","53130",FALSE,"AT.1.1","ft4.1","dip1-5",29,"J"
45604,"csp_3_3","Male","53130",FALSE,"AT.1.1","ft4.1","dip1-7",43,"J"
45605,"csp_5_2","Female","53130",FALSE,"AT.1.1","ft4.3","dip3",58,"P"
45606,"csp_6_8","Female","53130",FALSE,"AT.1.1","ft4.1","dip3",55,"P"
45609,"csp_6_8","Male","53130",FALSE,"AT.1.1","ft1.1","dip1-3",41,"J"
45611,"csp_4_2","Male","53130",FALSE,"AT.1.1","ft4.1","dip1-8",47,"P"
45615,"csp_8_4","Male","53130",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
45616,"csp_5_2","Female","53130",FALSE,"AT.1.1","ft4.3","dip1-5",41,"P"
45617,"csp_2_1","Female","53130",FALSE,"AT.1.1","ft4.1","dip1-6",53,"J"
45619,"csp_4_7","Male","53130",FALSE,"AT.1.1","ft4.3","dip1-6",27,"P"
45620,"csp_8_5","Female","53130",TRUE,"AT.2.2","ft4.3","dip3",15,"J"
45621,"csp_7_8","Male","53130",FALSE,"AT.2.1","ft4.4","dip1-3",64,"J"
45625,"csp_7_8","Male","53130",FALSE,"AT.2.1","ft4.4","dip1-3",64,"J"
