id,BEFORE_OCCUPATION_42,before_emp_contract,retirement_age
45111,"csp_3_4","emp-1-6",55
45113,"csp_6_4","emp-1-6",60
45116,"csp_1_1","emp-2-1",67
45124,"csp_3_3","emp-1-6",54
45126,"csp_5_6","emp-1-6",62
45128,"csp_6_9","emp-1-5",65
45148,"csp_5_6","emp-1-6",60
45151,"csp_5_2","emp-1-6",65
45152,"csp_5_5","emp-1-6",60
45158,"csp_6_7","emp-1-6",60
45159,"csp_5_2","emp-1-6",60
45161,"csp_5_4","emp-1-6",57
45175,"csp_4_7","emp-1-6",60
45191,"csp_4_8","emp-1-6",60
45192,"csp_4_6","emp-1-6",56
45194,"csp_4_3","emp-1-6",61
45195,"csp_4_6","emp-1-6",60
45200,"csp_5_4","emp-1-6",60
45211,"csp_5_2","emp-1-6",60
45212,"csp_5_4","emp-1-6",60
45215,"csp_5_5","emp-1-3",55
45221,"csp_1_1","emp-2-1",62
45237,"csp_6_7","emp-1-6",60
45241,"csp_5_2","emp-1-6",65
45245,"csp_4_7","emp-1-6",60
45253,"csp_3_1","emp-2-1",56
45264,"csp_4_3","emp-1-6",60
45292,"csp_6_4","emp-1-6",60
45295,"csp_5_2","emp-1-6",64
45298,"csp_5_2","emp-1-6",65
45300,"csp_6_2","emp-1-5",60
45305,"csp_5_2","emp-1-6",60
45308,"csp_5_2","emp-1-6",62
45317,"csp_5_3","emp-1-6",62
45322,"csp_5_6","emp-1-6",56
45333,"csp_6_2","emp-1-6",64
45347,"csp_3_7","emp-1-6",60
45348,"csp_6_7","emp-1-5",61
45356,"csp_2_2","emp-2-2",64
45357,"csp_5_6","emp-1-6",65
45361,"csp_5_2","emp-1-6",55
45365,"csp_6_4","emp-1-6",60
45366,"csp_2_2","emp-2-1",60
45371,"csp_6_8","emp-1-6",59
45376,"csp_6_4","emp-1-6",65
45377,"csp_5_2","emp-1-6",55
45378,"csp_5_5","emp-1-6",60
45392,"csp_6_4","emp-1-6",60
45393,"csp_2_2","emp-2-1",60
45399,"csp_5_4","emp-1-6",60
45408,"csp_1_1","emp-2-1",60
45409,"csp_5_2","emp-1-6",63
45410,"csp_6_7","emp-1-6",55
45412,"csp_5_6","emp-1-5",60
45418,"csp_1_1","emp-2-1",60
45419,"csp_5_4","emp-1-6",60
45429,"csp_5_2","emp-1-6",63
45435,"csp_5_4","emp-1-6",60
45437,"csp_6_8","emp-1-6",58
45450,"csp_4_6","emp-1-6",60
45451,"csp_2_1","emp-2-1",60
45458,"csp_3_4","emp-1-6",56
45484,"csp_5_2","emp-1-6",65
45486,"csp_5_2","emp-1-6",60
45491,"csp_2_1","emp-2-2",60
45497,"csp_6_8","emp-1-6",60
45515,"csp_2_3","emp-2-2",55
45517,"csp_3_7","emp-1-6",65
45522,"csp_6_2","emp-1-6",60
45529,"csp_4_3","emp-2-2",60
45535,"csp_4_8","emp-1-6",63
45546,"csp_4_3","emp-1-6",65
45547,"csp_5_2","emp-1-6",65
45555,"csp_4_2","emp-1-6",57
45559,"csp_3_7","emp-1-6",59
45574,"csp_6_8","emp-1-6",56
45588,"csp_1_1","emp-2-1",60
45591,"csp_5_6","emp-1-6",60
45594,"csp_5_2","emp-1-6",60
45621,"csp_6_8","emp-1-6",64
45625,"csp_6_4","emp-1-6",60
45626,"csp_5_2","emp-1-6",60
45633,"csp_5_2","emp-1-6",60
45643,"csp_6_3","emp-1-5",60
45647,"csp_6_7","emp-1-6",60
45653,"csp_3_1","emp-2-1",60
45664,"csp_6_3","emp-1-6",63
45669,"csp_1_3","emp-2-2",60
45671,"csp_5_2","emp-1-6",56
45685,"csp_2_3","emp-2-2",60
45700,"csp_3_3","emp-1-6",61
45702,"csp_4_8","emp-1-6",60
45703,"csp_5_4","emp-1-6",60
45705,"csp_5_2","emp-1-6",60
45714,"csp_5_2","emp-1-6",60
45715,"csp_4_4","emp-1-3",63
45717,"csp_2_2","emp-2-1",60
45726,"csp_4_3","emp-1-6",60
45732,"csp_2_2","emp-2-1",65
45735,"csp_4_2","emp-1-6",60
45740,"csp_4_3","emp-2-1",65
45743,"csp_5_6","emp-1-6",60
45771,"csp_5_2","emp-1-6",60
45773,"csp_6_3","emp-1-6",58
45777,"csp_5_2","emp-1-6",60
45778,"csp_2_1","emp-2-1",60
45781,"csp_5_2","emp-1-6",57
45793,"csp_4_6","emp-1-6",64
45794,"csp_6_2","emp-1-6",57
45806,"csp_6_7","emp-1-2",60
45808,"csp_5_6","emp-1-6",60
45810,"csp_5_2","emp-1-6",58
45811,"csp_5_4","emp-1-6",60
45831,"csp_4_8","emp-1-6",64
45844,"csp_5_5","emp-1-6",61
45846,"csp_5_2","emp-1-6",60
45848,"csp_5_6","emp-1-6",61
45873,"csp_2_3","emp-2-2",60
45889,"csp_5_5","emp-1-6",60
45894,"csp_6_7","emp-1-6",65
45899,"csp_5_4","emp-1-6",61
45901,"csp_4_3","emp-1-6",60
45934,"csp_2_2","emp-2-1",64
45937,"csp_3_7","emp-1-6",65
45939,"csp_1_3","emp-2-2",65
45944,"csp_4_8","emp-1-6",65
45956,"csp_6_8","emp-1-6",56
45965,"csp_6_3","emp-1-6",60
45981,"csp_5_6","emp-1-6",60
45989,"csp_4_7","emp-1-6",60
46002,"csp_3_8","emp-1-6",65
46025,"csp_5_4","emp-1-6",60
46027,"csp_4_7","emp-1-6",60
46033,"csp_1_1","emp-2-1",65
46043,"csp_5_2","emp-1-6",57
46073,"csp_6_2","emp-1-5",60
46078,"csp_5_6","emp-1-6",60
46080,"csp_4_6","emp-1-6",60
46081,"csp_3_8","emp-1-6",60
46087,"csp_5_2","emp-1-6",54
46089,"csp_3_7","emp-1-5",57
46091,"csp_2_3","emp-2-3",55
46112,"csp_5_4","emp-1-6",54
46114,"csp_6_5","emp-1-6",60
46122,"csp_6_8","emp-1-6",60
46129,"csp_5_2","emp-1-6",60
46154,"csp_6_8","emp-1-6",65
46159,"csp_6_7","emp-1-6",60
46162,"csp_4_8","emp-1-6",63
46166,"csp_3_7","emp-1-6",63
46180,"csp_5_6","emp-1-6",60
46192,"csp_4_6","emp-1-6",60
46195,"csp_1_1","emp-2-1",60
46219,"csp_4_6","emp-1-6",60
46232,"csp_5_4","emp-1-6",65
46239,"csp_6_4","emp-1-6",60
46245,"csp_3_4","emp-1-6",60
46254,"csp_5_6","emp-1-6",60
46287,"csp_4_2","emp-1-5",55
46292,"csp_5_5","emp-1-6",61
46304,"csp_5_2","emp-1-6",60
46318,"csp_5_4","emp-1-6",60
46326,"csp_6_8","emp-1-6",60
46327,"csp_5_4","emp-1-6",61
46350,"csp_5_2","emp-1-6",60
46351,"csp_4_5","emp-1-6",58
46361,"csp_4_2","emp-1-6",60
46362,"csp_6_7","emp-1-5",60
46372,"csp_6_3","emp-1-6",60
46380,"csp_5_6","emp-1-6",60
46390,"csp_5_2","emp-1-6",60
46397,"csp_6_3","emp-1-6",58
46400,"csp_4_5","emp-1-6",57
46401,"csp_4_7","emp-1-6",60
46408,"csp_6_4","emp-1-6",53
46415,"csp_6_8","emp-1-6",55
46423,"csp_5_6","emp-1-6",60
46429,"csp_4_3","emp-1-6",63
46430,"csp_4_3","emp-2-1",60
46432,"csp_5_2","emp-1-6",60
46440,"csp_5_6","emp-1-3",52
46448,"csp_2_1","emp-2-1",64
46465,"csp_4_2","emp-1-6",60
46479,"csp_3_3","emp-1-6",60
46482,"csp_5_2","emp-1-6",62
46486,"csp_5_2","emp-1-6",60
46490,"csp_3_4","emp-1-6",56
46493,"csp_5_2","emp-1-6",60
46499,"csp_4_3","emp-1-6",65
46513,"csp_5_4","emp-1-6",60
46515,"csp_5_2","emp-1-6",60
46518,"csp_5_6","emp-1-6",60
46521,"csp_4_3","emp-1-6",58
46532,"csp_5_2","emp-1-6",66
46533,"csp_4_6","emp-1-6",60
46547,"csp_6_8","emp-1-6",65
46550,"csp_5_2","emp-1-6",60
46584,"csp_6_3","emp-1-6",60
46595,"csp_4_6","emp-1-6",65
46610,"csp_5_6","emp-1-6",53
46612,"csp_5_2","emp-1-6",60
46613,"csp_5_6","emp-1-6",60
46634,"csp_4_7","emp-1-6",60
46639,"csp_6_3","emp-1-6",57
46643,"csp_5_6","emp-1-6",64
46669,"csp_4_6","emp-1-6",60
46670,"csp_4_7","emp-1-6",60
46686,"csp_6_2","emp-1-6",60
46692,"csp_1_1","emp-2-1",57
46693,"csp_2_3","emp-2-2",65
46701,"csp_4_6","emp-1-6",60
46702,"csp_6_7","emp-1-6",59
46710,"csp_5_2","emp-1-6",62
46714,"csp_5_4","emp-1-6",58
46715,"csp_5_6","emp-1-5",64
46719,"csp_6_7","emp-1-6",60
46728,"csp_6_5","emp-1-6",60
46737,"csp_3_8","emp-1-6",57
46744,"csp_3_3","emp-1-6",65
46745,"csp_5_6","emp-1-6",60
46754,"csp_4_7","emp-1-6",58
46761,"csp_2_1","emp-2-1",61
46765,"csp_6_8","emp-1-6",63
46772,"csp_2_2","emp-2-1",60
46780,"csp_4_2","emp-1-6",65
46795,"csp_5_6","emp-1-6",65
46802,"csp_5_2","emp-1-6",60
46817,"csp_2_3","emp-2-2",65
46828,"csp_6_4","emp-1-6",60
46838,"csp_4_5","emp-1-6",60
46859,"csp_5_2","emp-1-6",60
46860,"csp_5_4","emp-1-6",60
46862,"csp_5_6","emp-1-6",60
46864,"csp_5_4","emp-1-6",65
46874,"csp_5_6","emp-1-5",60
46884,"csp_4_2","emp-2-1",60
46912,"csp_5_2","emp-1-6",60
46915,"csp_3_8","emp-1-6",52
46927,"csp_5_2","emp-1-6",61
46940,"csp_5_2","emp-1-6",62
46948,"csp_5_6","emp-1-5",65
46958,"csp_4_7","emp-1-6",60
46970,"csp_5_2","emp-1-6",60
46971,"csp_5_2","emp-1-5",59
46980,"csp_6_7","emp-1-6",60
46982,"csp_5_2","emp-1-6",60
47006,"csp_4_5","emp-1-6",60
47025,"csp_6_8","emp-1-5",60
47033,"csp_5_4","emp-1-6",58
47039,"csp_5_2","emp-1-6",60
47042,"csp_5_4","emp-1-6",60
47044,"csp_5_4","emp-1-6",59
47051,"csp_5_6","emp-1-6",65
47060,"csp_5_4","emp-1-6",55
47061,"csp_6_3","emp-1-6",60
47067,"csp_1_1","emp-2-1",60
47071,"csp_6_8","emp-1-6",65
47073,"csp_3_5","emp-1-6",65
47101,"csp_4_3","emp-1-6",65
47102,"csp_4_6","emp-1-6",60
47110,"csp_5_6","emp-1-5",64
47112,"csp_6_5","emp-1-6",55
47119,"csp_1_1","emp-2-1",60
47125,"csp_5_3","emp-1-2",60
47130,"csp_4_7","emp-1-6",59
47139,"csp_4_5","emp-1-6",65
47156,"csp_4_5","emp-1-6",60
47159,"csp_4_7","emp-1-6",64
47165,"csp_1_3","emp-2-3",61
47173,"csp_4_7","emp-1-6",60
47179,"csp_5_2","emp-1-6",60
47207,"csp_6_2","emp-1-6",60
47220,"csp_5_2","emp-1-5",57
47233,"csp_4_2","emp-1-5",60
47234,"csp_5_4","emp-1-6",60
47243,"csp_4_7","emp-1-6",60
47253,"csp_5_2","emp-1-6",60
47259,"csp_1_1","emp-2-1",60
47261,"csp_4_8","emp-1-6",56
47267,"csp_5_6","emp-1-6",60
47268,"csp_2_2","emp-2-2",59
47274,"csp_5_2","emp-1-6",55
47280,"csp_4_6","emp-1-6",65
47281,"csp_5_6","emp-1-6",63
47285,"csp_5_2","emp-1-6",59
47286,"csp_1_1","emp-2-1",61
47291,"csp_5_2","emp-1-6",65
47292,"csp_5_4","emp-1-6",65
47301,"csp_6_4","emp-1-6",61
47302,"csp_2_1","emp-2-2",60
47309,"csp_6_2","emp-1-6",59
47319,"csp_6_4","emp-1-6",60
47322,"csp_6_2","emp-1-6",60
47324,"csp_4_6","emp-1-6",60
47330,"csp_6_8","emp-1-6",60
47333,"csp_5_4","emp-1-6",60
47336,"csp_5_6","emp-1-5",64
47351,"csp_6_8","emp-1-6",64
47366,"csp_5_3","emp-1-5",58
47375,"csp_6_3","emp-1-6",60
47384,"csp_5_2","emp-1-6",60
47389,"csp_5_4","emp-1-6",65
47390,"csp_4_6","emp-1-6",60
47391,"csp_1_1","emp-2-1",64
47401,"csp_6_5","emp-1-6",62
47413,"csp_1_1","emp-2-1",58
47417,"csp_5_3","emp-1-6",59
47420,"csp_2_2","emp-2-1",61
47440,"csp_6_4","emp-1-2",59
47443,"csp_3_8","emp-1-6",60
47444,"csp_1_1","emp-2-1",60
47447,"csp_4_5","emp-1-6",54
47451,"csp_1_1","emp-2-1",60
47456,"csp_5_2","emp-1-6",65
47469,"csp_5_2","emp-1-6",60
47477,"csp_5_2","emp-1-5",60
47481,"csp_4_2","emp-1-6",52
47482,"csp_1_1","emp-2-1",60
47484,"csp_4_3","emp-1-6",65
47492,"csp_5_2","emp-1-6",60
47498,"csp_6_5","emp-1-6",59
47501,"csp_5_3","emp-1-6",60
47505,"csp_6_2","emp-1-6",55
47514,"csp_5_4","emp-1-6",60
47519,"csp_5_4","emp-1-6",62
47521,"csp_6_2","emp-1-6",60
47524,"csp_6_8","emp-1-6",60
47527,"csp_4_2","emp-1-6",65
47530,"csp_4_2","emp-1-6",60
47533,"csp_3_3","emp-1-6",63
47534,"csp_6_7","emp-1-6",60
47548,"csp_5_6","emp-1-6",60
47549,"csp_5_6","emp-1-5",64
47565,"csp_6_3","emp-1-6",61
47572,"csp_4_2","emp-1-6",63
47574,"csp_5_6","emp-1-6",65
47579,"csp_5_2","emp-1-6",60
47584,"csp_5_4","emp-1-6",62
47586,"csp_2_1","emp-2-2",55
47589,"csp_5_5","emp-1-6",55
47594,"csp_2_1","emp-2-2",65
47602,"csp_6_7","emp-1-6",60
47604,"csp_6_2","emp-1-6",60
47618,"csp_6_3","emp-1-6",60
47621,"csp_2_1","emp-2-1",65
47631,"csp_1_1","emp-2-1",60
47640,"csp_4_3","emp-1-6",60
47642,"csp_4_2","emp-1-6",58
47649,"csp_6_3","emp-1-6",58
47658,"csp_4_6","emp-1-6",65
47674,"csp_6_5","emp-1-6",65
47676,"csp_6_7","emp-1-5",60
47678,"csp_2_1","emp-2-2",57
47685,"csp_5_4","emp-1-6",60
47692,"csp_3_7","emp-1-6",60
47708,"csp_6_3","emp-1-6",60
47711,"csp_5_4","emp-1-6",60
47724,"csp_5_2","emp-1-6",58
47730,"csp_6_3","emp-1-6",60
47740,"csp_3_3","emp-1-6",61
47749,"csp_4_8","emp-1-6",60
47752,"csp_5_3","emp-1-6",60
47753,"csp_5_6","emp-1-6",60
47754,"csp_5_2","emp-1-6",65
47756,"csp_6_2","emp-1-6",60
47761,"csp_5_5","emp-1-6",65
47764,"csp_5_2","emp-1-6",58
47765,"csp_5_5","emp-1-6",65
47769,"csp_4_5","emp-1-6",59
47771,"csp_5_4","emp-1-6",60
47776,"csp_4_3","emp-1-6",60
47777,"csp_1_1","emp-2-2",60
47784,"csp_5_6","emp-1-6",62
47786,"csp_5_6","emp-1-6",60
47789,"csp_5_3","emp-1-3",59
47794,"csp_5_4","emp-1-6",60
47795,"csp_3_8","emp-1-6",56
47800,"csp_6_3","emp-1-6",56
47811,"csp_6_3","emp-1-6",60
47817,"csp_5_6","emp-1-6",61
47825,"csp_1_1","emp-2-1",65
47826,"csp_5_2","emp-1-6",54
47839,"csp_6_8","emp-1-6",60
47842,"csp_1_1","emp-2-3",65
47843,"csp_5_5","emp-1-6",65
47844,"csp_2_2","emp-2-2",60
47848,"csp_3_4","emp-1-6",64
47854,"csp_4_6","emp-1-6",57
47855,"csp_5_2","emp-1-3",59
47859,"csp_6_8","emp-1-6",60
47864,"csp_2_2","emp-2-2",66
47871,"csp_6_7","emp-1-6",60
47878,"csp_1_1","emp-2-1",60
47883,"csp_6_5","emp-1-6",64
47890,"csp_4_3","emp-1-6",63
47921,"csp_5_5","emp-1-6",60
47930,"csp_3_3","emp-1-6",65
47946,"csp_5_3","emp-1-6",60
47952,"csp_2_1","emp-2-3",60
47958,"csp_3_7","emp-1-6",55
47965,"csp_5_4","emp-1-6",64
47969,"csp_6_9","emp-1-5",63
47971,"csp_6_3","emp-1-6",60
47973,"csp_6_5","emp-1-6",60
47976,"csp_3_1","emp-2-1",64
47978,"csp_4_2","emp-1-6",55
47983,"csp_1_3","emp-2-2",65
47989,"csp_5_6","emp-1-6",60
47994,"csp_4_2","emp-1-5",60
47996,"csp_4_8","emp-1-6",60
48000,"csp_6_3","emp-1-6",59
48003,"csp_6_7","emp-1-6",58
48004,"csp_5_2","emp-1-6",60
48011,"csp_5_2","emp-1-6",60
48017,"csp_6_3","emp-1-6",64
48019,"csp_2_1","emp-2-2",57
48023,"csp_3_4","emp-1-6",58
48025,"csp_6_2","emp-1-6",60
48034,"csp_5_2","emp-1-5",65
48041,"csp_5_2","emp-1-6",62
48045,"csp_6_4","emp-1-6",58
48049,"csp_6_2","emp-1-6",60
48053,"csp_5_2","emp-1-6",60
48061,"csp_4_7","emp-1-6",54
48062,"csp_2_2","emp-2-2",65
48064,"csp_2_2","emp-2-2",60
48075,"csp_1_1","emp-2-1",60
48081,"csp_6_3","emp-1-6",59
48087,"csp_4_6","emp-1-6",57
48111,"csp_5_2","emp-1-6",60
48123,"csp_6_4","emp-1-6",59
48129,"csp_4_6","emp-1-6",60
48130,"csp_3_8","emp-1-6",60
48135,"csp_5_5","emp-1-6",55
48139,"csp_4_2","emp-1-6",58
48143,"csp_4_6","emp-1-6",65
48150,"csp_5_4","emp-1-6",63
48155,"csp_3_1","emp-2-1",60
48162,"csp_6_3","emp-1-6",56
48165,"csp_6_8","emp-1-6",60
48167,"csp_5_6","emp-1-5",60
48177,"csp_6_3","emp-1-6",55
48187,"csp_5_2","emp-1-6",63
48190,"csp_5_4","emp-1-3",60
48198,"csp_5_2","emp-1-6",60
48199,"csp_6_2","emp-1-6",57
48202,"csp_5_2","emp-1-6",60
48204,"csp_2_2","emp-2-1",60
48228,"csp_2_2","emp-2-1",59
48230,"csp_2_2","emp-2-2",60
48231,"csp_5_3","emp-1-6",60
48233,"csp_2_2","emp-2-2",60
48236,"csp_6_7","emp-1-6",69
48238,"csp_6_7","emp-1-6",62
48243,"csp_3_1","emp-2-2",60
48244,"csp_6_2","emp-1-5",60
48251,"csp_6_2","emp-1-6",60
48256,"csp_5_3","emp-1-6",61
48263,"csp_5_2","emp-1-6",60
48273,"csp_5_5","emp-1-6",64
48306,"csp_4_7","emp-1-6",62
48322,"csp_4_8","emp-1-6",57
48331,"csp_5_2","emp-1-6",60
48339,"csp_5_2","emp-1-6",60
48343,"csp_4_3","emp-1-6",65
48346,"csp_2_1","emp-2-1",60
48351,"csp_4_6","emp-1-6",62
48363,"csp_5_2","emp-1-6",60
48370,"csp_4_6","emp-1-6",60
48371,"csp_6_3","emp-1-6",65
48379,"csp_6_8","emp-1-6",65
48382,"csp_6_2","emp-1-6",60
48385,"csp_4_7","emp-1-6",60
48395,"csp_6_7","emp-1-6",58
48401,"csp_4_3","emp-1-6",62
48410,"csp_6_3","emp-1-6",58
48414,"csp_2_2","emp-2-2",58
48416,"csp_4_5","emp-1-6",60
48419,"csp_4_3","emp-2-2",56
48424,"csp_5_2","emp-1-6",62
48436,"csp_6_2","emp-1-6",60
48439,"csp_5_2","emp-1-6",60
48454,"csp_4_3","emp-1-6",60
48464,"csp_6_5","emp-1-6",60
48476,"csp_6_4","emp-1-6",60
48484,"csp_6_2","emp-1-6",60
48500,"csp_5_5","emp-1-6",60
48504,"csp_5_4","emp-1-6",63
48508,"csp_4_3","emp-1-6",59
48517,"csp_6_4","emp-1-6",54
48520,"csp_6_4","emp-1-6",61
48533,"csp_4_6","emp-1-6",64
48556,"csp_5_6","emp-1-6",65
48562,"csp_6_2","emp-1-5",60
48570,"csp_4_6","emp-1-6",56
48588,"csp_6_7","emp-1-6",60
48605,"csp_6_3","emp-1-6",63
48612,"csp_5_4","emp-1-5",60
48620,"csp_4_6","emp-1-6",60
48636,"csp_4_5","emp-1-6",60
48642,"csp_6_4","emp-1-6",55
48647,"csp_4_5","emp-1-6",63
48661,"csp_5_6","emp-1-6",65
48663,"csp_6_3","emp-1-6",63
48673,"csp_6_5","emp-1-6",65
48691,"csp_5_4","emp-1-6",60
48692,"csp_3_8","emp-1-6",60
48695,"csp_6_3","emp-1-2",60
48730,"csp_5_6","emp-1-6",64
48734,"csp_4_8","emp-1-6",60
48741,"csp_6_7","emp-1-6",64
48745,"csp_3_1","emp-2-2",60
48752,"csp_5_5","emp-1-6",55
48779,"csp_6_3","emp-1-6",60
48793,"csp_6_7","emp-1-6",60
48802,"csp_1_1","emp-2-2",57
48830,"csp_6_8","emp-1-6",62
48838,"csp_4_6","emp-1-6",63
48842,"csp_4_6","emp-1-6",55
48855,"csp_6_3","emp-1-6",60
48861,"csp_5_3","emp-1-6",54
48866,"csp_5_2","emp-1-6",65
48876,"csp_6_3","emp-1-6",58
48878,"csp_4_7","emp-1-6",60
48891,"csp_5_6","emp-1-6",60
48901,"csp_3_8","emp-1-6",65
48915,"csp_5_6","emp-1-6",60
48922,"csp_3_1","emp-2-2",57
48930,"csp_2_1","emp-2-1",60
48932,"csp_3_8","emp-1-6",60
48935,"csp_6_2","emp-1-5",60
48936,"csp_5_2","emp-1-6",65
48937,"csp_2_2","emp-2-1",60
48944,"csp_6_8","emp-1-6",60
48953,"csp_6_4","emp-1-6",65
48959,"csp_5_3","emp-1-6",54
48960,"csp_4_5","emp-1-6",54
48962,"csp_5_2","emp-1-6",60
48983,"csp_6_7","emp-1-6",60
48986,"csp_3_3","emp-1-6",52
48987,"csp_5_5","emp-1-6",65
48998,"csp_5_6","emp-1-6",60
49015,"csp_5_6","emp-1-5",59
49017,"csp_5_3","emp-1-6",65
49018,"csp_6_7","emp-1-6",60
49021,"csp_6_7","emp-1-6",60
49027,"csp_5_6","emp-1-6",56
49033,"csp_4_6","emp-1-6",60
49042,"csp_5_4","emp-1-6",60
49043,"csp_4_2","emp-1-6",62
49044,"csp_5_2","emp-1-6",58
49048,"csp_6_2","emp-1-6",60
49052,"csp_4_2","emp-1-5",63
49065,"csp_5_3","emp-1-6",66
49067,"csp_5_2","emp-1-6",60
49087,"csp_4_2","emp-1-6",56
49090,"csp_5_2","emp-1-6",64
49093,"csp_4_6","emp-1-6",61
49109,"csp_3_8","emp-1-6",61
49110,"csp_5_5","emp-1-6",59
49115,"csp_6_3","emp-1-6",55
49119,"csp_6_8","emp-1-6",59
49123,"csp_4_3","emp-1-6",63
49142,"csp_5_4","emp-1-6",60
49143,"csp_5_4","emp-1-6",60
49193,"csp_6_8","emp-1-6",60
49211,"csp_5_6","emp-1-6",65
49216,"csp_5_2","emp-1-6",60
49226,"csp_4_8","emp-1-6",57
49272,"csp_3_7","emp-1-6",60
49273,"csp_5_2","emp-1-6",60
49285,"csp_6_7","emp-1-6",65
49288,"csp_5_2","emp-1-6",60
49289,"csp_2_1","emp-2-2",61
49298,"csp_6_8","emp-1-6",60
49307,"csp_4_3","emp-1-6",60
49322,"csp_6_5","emp-1-6",59
49324,"csp_5_6","emp-1-6",60
49326,"csp_6_4","emp-1-6",60
49329,"csp_4_6","emp-1-6",60
49332,"csp_6_3","emp-1-6",60
49334,"csp_3_8","emp-1-6",65
49371,"csp_5_2","emp-1-6",62
49387,"csp_6_8","emp-1-2",60
49392,"csp_4_7","emp-1-6",60
49401,"csp_6_4","emp-1-6",59
49406,"csp_4_8","emp-1-6",60
49415,"csp_6_2","emp-1-5",60
49425,"csp_4_2","emp-1-6",60
49437,"csp_2_3","emp-2-2",65
49450,"csp_4_6","emp-1-6",63
49466,"csp_5_2","emp-1-6",60
49491,"csp_6_5","emp-1-6",56
49493,"csp_5_2","emp-1-6",60
49496,"csp_1_1","emp-2-1",60
49499,"csp_3_4","emp-1-5",65
49518,"csp_5_6","emp-1-6",60
49519,"csp_4_2","emp-1-6",61
49527,"csp_6_4","emp-1-6",64
49537,"csp_5_6","emp-1-6",65
49545,"csp_5_5","emp-1-6",60
49555,"csp_4_7","emp-1-6",58
49563,"csp_6_3","emp-1-6",63
49567,"csp_4_7","emp-1-6",63
49589,"csp_4_5","emp-1-6",55
49592,"csp_5_4","emp-1-6",62
49596,"csp_6_9","emp-1-5",60
49599,"csp_5_2","emp-1-6",65
49602,"csp_5_3","emp-1-6",64
49607,"csp_5_4","emp-1-6",59
49630,"csp_5_2","emp-1-6",60
49632,"csp_6_3","emp-1-6",57
49644,"csp_6_4","emp-1-6",65
49645,"csp_6_4","emp-1-6",60
49652,"csp_1_3","emp-2-2",53
49671,"csp_4_2","emp-1-6",60
49672,"csp_2_3","emp-2-2",60
49679,"csp_6_8","emp-1-5",57
49681,"csp_6_4","emp-1-6",60
49682,"csp_6_4","emp-1-5",60
49691,"csp_5_6","emp-1-6",60
49702,"csp_4_5","emp-1-6",65
49711,"csp_5_2","emp-1-6",60
49715,"csp_1_3","emp-2-2",60
49720,"csp_6_3","emp-1-6",60
49728,"csp_6_2","emp-1-6",57
49747,"csp_3_1","emp-2-2",60
49753,"csp_6_8","emp-1-6",60
49756,"csp_6_2","emp-1-6",65
49767,"csp_6_8","emp-1-6",60
49781,"csp_5_2","emp-1-6",58
49786,"csp_4_2","emp-1-5",60
49798,"csp_5_6","emp-1-6",60
49802,"csp_5_2","emp-1-6",60
49806,"csp_5_6","emp-1-6",65
49826,"csp_6_3","emp-1-6",55
49829,"csp_4_8","emp-1-6",55
49846,"csp_6_3","emp-1-6",60
49853,"csp_2_2","emp-2-2",60
49860,"csp_3_7","emp-1-6",55
49866,"csp_6_2","emp-1-6",60
49874,"csp_2_2","emp-2-2",65
49884,"csp_5_2","emp-1-6",60
49885,"csp_5_4","emp-1-6",59
49889,"csp_4_3","emp-1-6",57
49896,"csp_5_4","emp-1-6",60
49907,"csp_6_2","emp-1-6",63
49925,"csp_6_4","emp-1-6",60
49928,"csp_4_7","emp-1-6",60
49933,"csp_2_2","emp-2-2",65
49935,"csp_5_4","emp-1-6",65
49936,"csp_5_2","emp-1-5",60
49948,"csp_5_2","emp-1-5",60
49960,"csp_5_6","emp-1-6",60
49975,"csp_2_1","emp-2-3",36
49978,"csp_4_6","emp-1-6",62
49987,"csp_6_7","emp-1-6",60
49989,"csp_6_7","emp-1-6",60
49997,"csp_6_7","emp-1-6",60
50000,"csp_5_4","emp-1-6",60
50003,"csp_6_9","emp-1-5",57
50004,"csp_4_3","emp-1-6",60
50018,"csp_3_7","emp-1-6",60
50036,"csp_1_1","emp-2-1",60
50038,"csp_5_2","emp-1-6",67
50048,"csp_6_5","emp-1-6",60
50049,"csp_3_4","emp-1-6",60
50058,"csp_4_3","emp-2-1",55
50068,"csp_5_4","emp-1-6",59
50075,"csp_5_2","emp-1-6",65
50081,"csp_3_4","emp-1-6",60
50085,"csp_6_3","emp-1-6",65
50088,"csp_4_7","emp-1-6",60
50089,"csp_4_3","emp-1-6",64
50093,"csp_6_2","emp-1-6",60
50097,"csp_5_4","emp-1-6",60
50100,"csp_3_8","emp-1-6",56
50105,"csp_1_1","emp-2-1",65
50106,"csp_2_1","emp-2-1",62
50116,"csp_2_1","emp-2-1",60
50120,"csp_6_7","emp-1-6",60
50140,"csp_5_2","emp-1-6",60
50162,"csp_6_5","emp-1-5",60
50174,"csp_5_2","emp-1-6",61
50186,"csp_6_7","emp-1-6",60
50192,"csp_6_7","emp-1-6",60
50198,"csp_5_6","emp-1-6",60
50206,"csp_6_8","emp-1-6",60
50212,"csp_5_5","emp-1-6",60
50236,"csp_1_2","emp-2-1",60
50241,"csp_4_8","emp-1-6",57
50250,"csp_5_2","emp-1-6",60
50261,"csp_5_4","emp-1-6",60
50272,"csp_5_4","emp-1-6",60
50274,"csp_6_7","emp-1-6",61
50275,"csp_5_6","emp-1-6",60
50280,"csp_6_3","emp-1-6",58
50290,"csp_6_3","emp-1-5",65
