id,ECO_SECT,Before_dep,job_dep,Job_desc,type_of_contract,Labor_force_status,WORK_CONDITION,employer_type,Working_hours,EMPLOYEE_COUNT
41902,"SZ","13","13","627b","CDD","O","N",NA,426,NA
41904,"EZ","31","31","652a","CDI","O","C","ct_9",432,"tr_3"
41910,"GZ","42","59","463e","CDI","O","C",NA,125,NA
41918,"FZ","64","64","632f","CDI","O","C","ct_9",2022,"tr_2"
41925,"HZ","67","67","643a","CDI","O","P","ct_9",489,"tr_3"
41931,"TZ","93","75","563c","CDI","O","N","ct_7",1159,"tr_1"
41938,"QB","34","34","526a","CDI","O","P","ct_9",1613,"tr_3"
41941,"GZ","02","60","643a","CDI","O","C","ct_9",1140,"tr_5"
41944,"KZ","68","68","543h","CDI","O","C","ct_9",1270,"tr_1"
41946,"QA","75","75","451h","CDI","O","P","ct_8",764,"tr_6"
41960,"QB","08","08","525d","CDI","O","P","ct_8",1373,"tr_4"
41969,"FZ","10","10","542a","CDI","O","C","ct_6",1820,"tr_1"
41971,"PZ","44","44","525a","CDI","O","C",NA,1388,NA
41972,"QB","94","94","431f","CDI","O","P","ct_8",1235,"tr_3"
41979,"MC","44","44","643a","CDI","O","P","ct_9",239,"tr_4"
41983,"NZ","77","77","684a","CDI","O","C","ct_9",1562,"tr_5"
41988,"QB","65","65","563b","CDI","O","P","ct_8",1204,"tr_3"
41990,"GZ","86","86","634c","CDI","O","C","ct_9",1636,"tr_2"
41995,"QA","59","59","542a","CDI","O","C","ct_8",1666,"tr_4"
42007,"MC","67","92","463c","CDI","O","C",NA,272,NA
42009,"NZ","30","13","691c","TOA","O","C","ct_8",1053,"tr_0"
42016,"MA","75","94","543h","CDI","O","P","ct_9",1030,"tr_6"
42023,"QA","50","50","525d","CDI","O","C","ct_8",1820,"tr_6"
42032,"GZ","75","91","676a","CDI","O","C","ct_9",1207,"tr_1"
42035,"MA","94","75","462e","CDI","O","P","ct_9",532,"tr_3"
42038,"CJ","72","72","672a","CDI","O","P","ct_9",1503,"tr_6"
42048,"OZ","90","90","461f","CDI","O","P","ct_1",1456,"tr_3"
42050,"QB","22","22","526a","CDI","O","P","ct_8",555,"tr_6"
42062,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
42069,"QA","73","73","523d","AUT","O","C","ct_3",1820,"tr_6"
42096,"SZ","78","78","543h","CDI","O","P","ct_8",824,"tr_1"
42107,"QB","42","42","525c","CDI","O","C","ct_8",1914,"tr_3"
42112,"CA","84","84","674c","CDI","O","C","ct_9",2200,"tr_4"
42126,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1820,"tr_5"
42130,"GZ","62","62","643a","CDI","O","P","ct_9",850,"tr_3"
42136,"SZ","94","94","643a","CDI","O","C","ct_9",1081,"tr_1"
42138,"QA","42","42","526b","CDI","O","P","ct_6",615,"tr_1"
42140,"CA","27","27","636c","CDI","O","C","ct_9",1662,"tr_2"
42143,"CK","73","74","653a","CDI","O","C","ct_9",1041,"tr_5"
42173,"NZ","78","78","561f","CDI","O","C","ct_9",802,"tr_3"
42178,"QB","48","48","628g","CDI","O","C","ct_8",1820,"tr_3"
42180,"CH","44","44","385c","CDI","O","N","ct_9",1820,"tr_3"
42188,"QB","54","54","525d","CDI","O","P","ct_3",744,"tr_6"
42203,"CH","59","59","623g","CDI","O","C","ct_9",1260,"tr_1"
42220,"PZ",NA,NA,"422e","CDI","O","P","ct_8",1362,"tr_5"
42226,"QA","26","26","526e","CDI","O","C","ct_9",2135,"tr_2"
42230,"QB","31","31","563a","CDI","O","N","ct_7",1947,"tr_1"
42232,"NZ","78","95","676c","TTP","O","C","ct_9",600,"tr_1"
42243,"JA","83","75","463e","CDI","O","C","ct_9",1473,"tr_3"
42254,"FZ","94","75","632a","CDI","O","C","ct_9",1820,"tr_1"
42255,"FZ","44","44","542a","CDI","O","C","ct_9",1950,"tr_4"
42276,"SZ","57","54","463e","CDI","O","C","ct_9",1820,"tr_2"
42281,"QB","06","06","563b","CDI","O","C",NA,149,NA
42287,"CH","73","73","543b","CDI","O","P","ct_9",1492,"tr_1"
42288,"CH","77","77","628c","CDI","O","C","ct_9",1421,"tr_1"
42293,"PZ","78","78","423b","CDI","O","C","ct_9",1464,"tr_2"
42296,"OZ","64","64","524c","CDI","O","C",NA,138,NA
42310,"CB","79","79","675a","CDI","O","C","ct_9",1770,"tr_3"
42314,"PZ","01","38","543g","CDI","O","C","ct_6",613,"tr_1"
42332,"QA","75","75","526a","CDI","O","C","ct_8",1461,"tr_5"
42333,"HZ","83","13","652a","CDI","O","C","ct_9",1729,"tr_4"
42334,"CH","69","69","673a","CDI","O","C","ct_9",1816,"tr_1"
42340,"GZ","24","24","554a","CDI","O","C","ct_6",2028,"tr_1"
42348,"GZ","25","25","554a","CDI","O","P","ct_9",1214,"tr_6"
42361,"QB","02","51","636d","CDI","O","C","ct_8",1343,"tr_3"
42370,"FZ",NA,NA,"632a","CDI","O","C","ct_6",1669,"tr_1"
42372,"CG","68","68","676c","CDI","O","C","ct_9",1637,"tr_3"
42395,"NZ","13","13","684a","CDI","O","C","ct_9",1828,"tr_6"
42426,"CJ","63","63","672a","CDI","O","C","ct_9",1305,"tr_5"
42427,"FZ","34","34","632j","CDI","O","C","ct_9",1216,"tr_3"
42437,"CL","25","25","673c","CDI","O","C","ct_9",1846,"tr_6"
42439,"JA","44","44","542a","CDI","O","P","ct_9",457,"tr_4"
42461,"CC","76","76","543b","CDI","O","P","ct_9",245,"tr_1"
42469,"PZ","33","33","524b","CDI","O","P","ct_1",1820,"tr_5"
42481,"SZ","74","74","676e","CDI","O","C","ct_9",1212,"tr_3"
42495,"CH","10","10","676e","CDI","O","C","ct_9",1677,"tr_6"
42503,"NZ","67","67","534a","CDI","O","C","ct_9",469,"tr_0"
42520,"CA","45","89","653a","CDI","O","C","ct_9",1804,"tr_6"
42539,"GZ","68","68","554a","CDI","O","P","ct_9",1794,"tr_1"
42543,"KZ","78","78","526b","CDI","O","C","ct_9",852,"tr_1"
42559,"QA","03","03","525d","CDI","O","C","ct_3",1820,"tr_6"
42560,"QA","59","59","525d","CDI","O","C","ct_8",1820,"tr_4"
42568,"FZ","13","13","621a","CDI","O","C","ct_9",1190,"tr_4"
42578,"NZ","25","25","684a","CDI","O","C","ct_9",1582,"tr_3"
42585,"TZ","33","33","563a","CDI","O","N","ct_7",1580,"tr_1"
42594,"GZ","12","12","633b","CDI","O","C","ct_9",2018,"tr_1"
42597,"QA","40","40","525d","AUT","X","C","ct_3",1814,"tr_6"
42633,"PZ",NA,NA,"525b","AUT","X","P","ct_1",1037,"tr_3"
42651,"JC","77","94","478d","CDI","O","C","ct_9",1834,"tr_2"
42663,"SZ","38","38","524c","CDI","O","C","ct_4",1784,"tr_4"
42704,"CI","95","95","473b","CDI","O","P","ct_9",695,"tr_6"
42709,"HZ","95","93","643a","CDI","O","C","ct_9",1696,"tr_2"
42739,"CA","30","30","691d","TOA","O","C","ct_9",462,"tr_1"
42741,"HZ","77","77","641a","CDI","O","C","ct_9",1832,"tr_4"
42753,"MA","74","74","461d","CDI","O","C","ct_9",1964,"tr_3"
42760,"PZ","59","59","422c","CDI","O","P","ct_8",1419,"tr_5"
42762,"GZ","27","27","636c","CDI","O","C","ct_9",1824,"tr_5"
42774,"OZ","42","36","452b","CDI","O","C",NA,252,NA
42779,"HZ","21","21","546e","CDD","O","P","ct_9",258,"tr_3"
42783,"NZ","74","74","676e","CDI","O","P","ct_8",907,"tr_3"
42794,"QB",NA,NA,"526a","CDI","O","C","ct_8",1470,"tr_4"
42800,"QB","35","35","525d","AUT","X","P","ct_3",528,"tr_4"
42822,"HZ","31","31","451a","CDI","O","C","ct_9",1822,"tr_2"
42830,"QB","66","11","563b","CDI","O","N","ct_7",1315,"tr_1"
42836,"QB","75","75","525a","CDI","O","C","ct_9",1785,"tr_1"
42837,"CB","86","86","676c","CDD","O","C","ct_9",1532,"tr_6"
42841,"CH","74","74","624e","CDI","O","C","ct_9",1125,"tr_3"
42854,"OZ","05","05","524a","CDI","O","P",NA,165,NA
42913,"QA","92","92","433a","CDI","O","P","ct_9",1248,"tr_2"
42923,"IZ","92","28","636d","CDI","O","C","ct_9",1146,"tr_1"
42930,"QB","86","86","563a","AUT","O","C","ct_2",1965,"tr_6"
42946,"EZ","76","76","628e","CDI","O","C","ct_9",1826,"tr_4"
42947,"CB","34","34","675a","CDI","O","C","ct_9",607,"tr_4"
42954,"HZ","13","13","461d","CDI","O","C","ct_5",1809,"tr_6"
42972,"CG","31","31","674a","CDI","O","C","ct_9",1223,"tr_3"
42991,"DZ","94","92","485a","CDI","O","C","ct_9",1729,"tr_6"
42992,"QA","06","06","525d","CDI","O","C","ct_8",1855,"tr_6"
42993,"QB","77","77","526d","CDI","O","C","ct_8",1269,"tr_4"
43017,"GZ","84","84","486e","CDI","O","C","ct_9",2052,"tr_6"
43019,"OZ","77","75","373c","CDI","O","C","ct_8",2200,"tr_3"
43022,"CH","89","89","477a","CDI","O","C","ct_9",1798,"tr_5"
43025,"NZ","52","52","684a","CDI","O","C","ct_9",2133,"tr_3"
43029,"QB","75","92","526a","CDI","O","C","ct_9",1775,"tr_3"
43037,"KZ","69","69","467a","CDI","O","C","ct_5",1854,"tr_5"
43039,"AZ","73","73","691b","CDI","O","P",NA,260,NA
43041,"CH","62","62","481a","CDI","O","C","ct_9",260,"tr_4"
43042,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
43062,"HZ","44","44","652a","CDI","O","C","ct_9",679,"tr_4"
43065,"NZ","47","64","684a","CDI","O","C","ct_9",784,"tr_0"
43070,"OZ","36","36","467d","CDI","O","C","ct_8",1820,"tr_5"
43078,"KZ","94","94","543e","CDI","O","P","ct_9",1452,"tr_6"
43083,"OZ","39","39","524c","CDI","O","C",NA,363,NA
43091,"CH","44","44","628c","CDI","O","C","ct_9",1599,"tr_4"
43100,"FZ","36","36","632g","CDI","O","C","ct_9",1687,"tr_3"
43111,"QB","41","41","563b","CDI","O","P","ct_8",1669,"tr_3"
43116,"KZ","64","65","467a","CDI","O","C","ct_9",1820,"tr_1"
43122,"OZ","60","60","524c","CDI","O","C",NA,257,NA
43131,"CH","92","92","628f","CDI","O","C","ct_9",1650,"tr_5"
43133,"QB","31","31","685a","AUT","X","P","ct_8",598,"tr_6"
43135,"QA","59","59","431f","CDI","O","P","ct_9",875,"tr_4"
43140,"CA","65","65","674b","CDI","O","C","ct_9",1790,"tr_6"
43146,"QB","77","93","526d","CDI","O","C","ct_8",2814,"tr_4"
43151,"QB","51","51","563a","CDI","O","N","ct_7",3000,"tr_1"
43154,"FZ","27","95","651a","CDI","O","C","ct_9",1588,"tr_1"
43166,"NZ","94","83","684a","CDI","O","P","ct_9",352,"tr_4"
43167,"CH","73","73","628c","CDI","O","C","ct_9",1554,"tr_4"
43182,"FZ","44","44","632f","CDI","O","C","ct_9",806,"tr_1"
43183,"GZ","01","69","373c","CDI","O","C","ct_9",1820,"tr_3"
43196,"SZ","29","22","691b","CDI","O","P","ct_8",857,"tr_6"
43212,"CA","70","70","554a","CDI","O","P","ct_9",1605,"tr_2"
43225,"QA","26","26","632k","AUT","O","C","ct_3",1820,"tr_6"
43235,"NZ","85","85","534a","CDI","O","C","ct_9",1432,"tr_3"
43247,"TZ","18","18","563c","AUT","O","C",NA,2895,NA
43248,"QB","65","65","563b","CDI","O","C",NA,462,NA
43254,"MA","77","75","461e","CDI","O","P","ct_9",1059,"tr_4"
43255,"GZ","54","54","554b","CDI","O","C","ct_9",1509,"tr_1"
43289,"NZ","69","69","684a","CDI","O","C","ct_9",1563,"tr_2"
43293,"CA","47","47","625f","CDI","O","P","ct_9",403,"tr_2"
43299,"SZ","13","13","434a","CDI","O","C","ct_8",1820,"tr_1"
43309,"CK","88","88","626b","CDI","O","C","ct_6",1820,"tr_1"
43311,"IZ","06","06","561c","CDI","O","P","ct_9",935,"tr_3"
43317,"MA","84","84","542a","CDI","O","C","ct_9",1591,"tr_1"
43318,"GZ","42","42","542a","CDI","O","C","ct_9",1896,"tr_3"
43320,"SZ","35","69","543f","CDI","O","C","ct_8",1820,"tr_1"
43331,"GZ","10","10","684a","CDI","O","P","ct_9",869,"tr_2"
43333,"QB","06","06","563a","CDI","O","N","ct_7",3000,"tr_1"
43356,"QA","68","68","526b","CDI","O","C","ct_9",1976,"tr_4"
43369,"DZ","94","92","485a","CDI","O","C","ct_9",1729,"tr_6"
43375,"NZ","93","93","534b","CDI","O","C","ct_9",2102,"tr_4"
43381,"MB","13","13","342g","CDI","O","C","ct_5",2212,"tr_6"
43390,"NZ","93","75","534a","CDI","O","C","ct_9",1824,"tr_6"
43401,"HZ","59","59","641b","CDI","O","P","ct_9",573,"tr_5"
43406,"NZ","75","92","534a","CDI","O","C","ct_9",1448,"tr_3"
43414,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
43419,"KZ","60","92","388c","CDI","O","C","ct_9",1820,"tr_6"
43421,"GZ","35","35","551a","CDI","O","P","ct_9",1227,"tr_4"
43428,"QA","41","41","526a","CDI","O","P","ct_9",910,"tr_6"
43431,"MA","94","94","543c","CDI","O","C","ct_6",1812,"tr_1"
43435,"RZ","76","76","561f","CDI","O","C","ct_9",733,"tr_6"
43448,"HZ","83","13","628a","CDI","O","C","ct_9",1820,"tr_5"
43450,"QA","64","64","526a","CDI","O","C","ct_9",1820,"tr_6"
43451,"QB","38","38","525d","CDI","O","P","ct_8",669,"tr_5"
43455,"SZ","13","13","534a","CDI","O","C","ct_8",1528,"tr_1"
43456,"QB","59","59","432b","CDI","O","P","ct_8",1292,"tr_3"
43466,"HZ","91","77","655a","CDI","O","C","ct_9",1397,"tr_6"
43478,"FZ","83","83","542a","CDI","O","P","ct_6",336,"tr_1"
43487,"CB","67","44","463b","CDI","O","C","ct_9",1766,"tr_4"
43501,"FZ","76","76","632j","CDI","O","C","ct_9",634,"tr_0"
43502,"GZ","94","94","553c","CDI","O","P","ct_9",1026,"tr_6"
43519,"TZ","30","30","563c","CDI","O","C",NA,264,NA
43527,"HZ","82","82","641a","CDI","O","C","ct_9",2200,"tr_3"
43536,"QB","30","30","526c","CDI","O","C","ct_9",1013,"tr_1"
43539,"OZ","78","78","451e","CDI","O","C","ct_1",1824,"tr_5"
43541,"GZ","23","23","478d","AUT","O","P","ct_9",910,"tr_2"
43545,"CE","38","69","475b","CDI","O","C","ct_9",1632,"tr_6"
43549,"HZ","66","66","641a","CDD","O","C","ct_9",1164,"tr_3"
43560,"QA","10","77","525d","CDI","O","P","ct_8",999,"tr_6"
43563,"CG","71","71","674a","CDI","O","C","ct_9",1826,"tr_5"
43567,"GZ",NA,NA,"554g","CDI","O","P","ct_8",562,"tr_1"
43568,"CA","06","06","674c","TOA","O","C","ct_9",828,"tr_3"
43586,"FZ","33","33","543h","CDI","O","C","ct_9",1645,"tr_4"
43590,"CA","22","22","674b","CDI","O","C","ct_9",1701,"tr_4"
43613,"CL","17","17","628g","CDI","O","P",NA,273,NA
43614,"QB","13","13","525d","CDI","O","C",NA,610,NA
43617,"QB","2A","2A","563b","CDI","O","N","ct_7",2008,"tr_1"
43624,"TZ","06","06","563c","CDI","O","N","ct_7",526,"tr_1"
43627,"TZ","42","42","563c","CDI","O","N","ct_7",2359,"tr_1"
43633,"RZ","93","93","435b","CDI","O","P","ct_8",170,"tr_1"
43637,"FZ","60","60","621c","CDI","O","C","ct_9",1648,"tr_3"
43640,"PZ","33","37","423b","CDI","O","C","ct_9",1554,"tr_4"
43658,"CC","53","53","534a","CDI","O","C","ct_9",1838,"tr_6"
43700,"FZ","45","45","685a","CDI","O","P","ct_9",622,"tr_3"
43706,"QB","14","14","526a","CDI","O","P","ct_9",560,"tr_3"
43708,"GZ","51","51","653a","CDI","O","C","ct_9",1822,"tr_3"
43711,"HZ","92","75","546a","AUT","X","C","ct_5",522,"tr_6"
43725,"CM","74","74","653a","CDI","O","C","ct_9",1640,"tr_5"
43728,"LZ","26","26","564a","CDI","O","P","ct_8",1930,"tr_1"
43729,"PZ","84","84","542a","CDI","O","C","ct_8",1820,"tr_4"
43747,"GZ","12","12","433d","CDI","O","P","ct_9",455,"tr_1"
43754,"OZ","31","31","451e","CDI","O","C","ct_1",1820,"tr_5"
43757,"GZ","06","59","484a","CDI","O","C","ct_9",1183,"tr_1"
43759,"QB","13","13","461b","CDI","O","C","ct_8",1320,"tr_3"
43796,"LZ","63","87","543c","CDI","O","C","ct_9",1003,"tr_5"
43801,"HZ","85","85","641b","CDI","O","P","ct_9",643,"tr_4"
43816,"MA","92","56","387d","CDI","O","C","ct_9",1585,"tr_1"
43839,"NZ","42","42","676a","TTP","O","N","ct_9",1014,"tr_1"
43848,"FZ",NA,"75","632k","CDI","O","C","ct_9",224,"tr_1"
43849,"CL","12","12","673c","CDI","O","C","ct_9",657,"tr_4"
43858,"CH","95","60","673c","CDI","O","C","ct_9",1651,"tr_6"
43870,"CF","28","28","674a","CDI","O","C","ct_9",1826,"tr_6"
43874,"GZ","30","30","551a","CDI","O","C","ct_9",1083,"tr_4"
43889,"HZ","77","77","652a","CDI","O","C","ct_9",1523,"tr_4"
43897,"MB","21","21","479a","CDI","O","C","ct_5",1820,"tr_6"
43899,"SZ","13","13","543g","CDI","O","C","ct_8",1940,"tr_2"
43901,"FZ","34","11","621e","CDI","O","C","ct_9",1323,"tr_3"
43903,"KZ","92","92","467a","CDI","O","C","ct_9",2044,"tr_1"
43909,"QB","57","57","563a","CDI","O","N","ct_7",1550,"tr_1"
43917,"OZ","93","93","621f","AUT","O","C","ct_2",2033,"tr_6"
43919,"AZ","47","47","691e","CDI","O","C",NA,152,NA
43927,"QB","44","44","525d","CDI","O","P",NA,193,NA
43930,"CC","53","35","675b","CDI","O","C","ct_9",1067,"tr_2"
43933,"QA","31","31","431f","CDI","O","C","ct_9",1732,"tr_6"
43936,"CF","31","06","475a","CDI","O","C","ct_9",1582,"tr_6"
43939,"NZ",NA,NA,"552a","TTP","O","C","ct_9",392,"tr_1"
43944,"TZ","93","75","563c","CDI","O","N","ct_7",1591,"tr_0"
43952,"QB","89","89","525d","CDI","O","C","ct_9",1331,"tr_3"
43956,"PZ","21","21","422b","AUT","O","C","ct_1",1820,"tr_6"
43960,"GZ","49","49","551a","CDI","O","C","ct_9",1555,"tr_4"
43973,"CA","35","35","684a","CDI","O","C","ct_9",1820,"tr_5"
43974,"CG","42","42","626b","CDI","O","C","ct_9",1712,"tr_3"
43975,"QA","91","91","526a","CDI","O","C","ct_9",1345,"tr_6"
43986,"QB","31","31","525d","CDI","O","C","ct_8",1812,"tr_3"
43998,"FZ","18","18","633a","CDI","O","C","ct_9",534,"tr_2"
44000,"QB","13","13","525d","CDI","O","C","ct_9",1850,"tr_4"
44011,"PZ","75","75","421b","CDI","O","P","ct_8",1248,"tr_3"
44012,"QB","35","35","525d","CDI","O","C","ct_8",1002,"tr_4"
44016,"QB","83","83","526a","CDI","O","C","ct_9",390,"tr_3"
44018,"CH","91","91","673a","CDI","O","C","ct_9",1970,"tr_1"
44024,"CK","94","91","462e","CDI","O","C","ct_9",413,"tr_4"
44031,"OZ","47","47","373b","CDI","O","C","ct_1",1825,"tr_5"
44032,"HZ","69","69","643a","CDI","O","P","ct_9",1518,"tr_4"
44034,"QA","93","93","526a","CDI","O","C","ct_8",1850,"tr_4"
44036,"HZ","13","13","641a","CDI","O","C","ct_9",1815,"tr_5"
44041,"JC","91","75","543h","CDI","O","C","ct_9",1759,"tr_4"
44044,"AZ","83","83","691d","CDI","O","N",NA,133,NA
44046,"QB","53","53","675a","CDI","O","P","ct_8",573,"tr_5"
44051,"MA","26","26","461c","CDI","O","C","ct_9",1655,"tr_1"
44054,"GZ","67","67","554f","CDI","O","C","ct_9",263,"tr_1"
44057,"GZ","32","32","634c","CDI","O","C","ct_9",1658,"tr_3"
44059,"MC","64","33","462d","CDI","O","C",NA,123,NA
44067,"SZ","93","93","526a","CDI","O","C","ct_8",3000,"tr_2"
44070,"QA","64","64","526e","CDI","O","C","ct_9",1238,"tr_3"
44085,"QA","35","35","486e","CDI","O","C","ct_8",231,"tr_6"
44089,"CJ","41","41","672a","CDI","O","C","ct_9",1637,"tr_5"
44106,"CE","69","69","655a","CDI","O","C","ct_9",2116,"tr_4"
44114,"QB","64","31","434a","CDI","O","C","ct_8",1729,"tr_3"
44125,"PZ","59","59","342d","CDI","O","C","ct_8",1820,"tr_5"
44126,"CC","68","68","676c","CDI","O","C","ct_9",1543,"tr_5"
44136,"QB","51","51","525d","CDI","O","P","ct_8",685,"tr_3"
44137,"QB","11","11","525d","CDI","O","C","ct_8",1820,"tr_4"
44159,"GZ","42","42","477b","CDI","O","C","ct_9",1792,"tr_5"
44160,"NZ","93","93","684a","CDI","O","P","ct_9",1183,"tr_6"
44165,"CK","81","81","543b","CDI","O","P","ct_9",1625,"tr_1"
44173,"GZ","94","77","676c","CDI","O","C","ct_9",1570,"tr_6"
44176,"HZ","10","10","642a","CDI","O","C","ct_9",1387,"tr_1"
44182,"QB","55","55","523d","AUT","O","P","ct_3",1430,"tr_5"
44200,"RZ","86","86","541c","TOA","O","C","ct_9",923,"tr_6"
44213,"PZ","33","33","422a","CDI","O","C","ct_1",1820,"tr_5"
44244,"SZ","75","92","354e","CDI","O","P",NA,154,NA
44255,"GZ","95","93","636c","CDI","O","C","ct_9",628,"tr_1"
44264,"PZ","35","35","525b","CDI","O","P","ct_8",1924,"tr_3"
44277,"OZ","59","59","373b","CDI","O","C","ct_8",2044,"tr_6"
44288,"OZ","92","75","471a","AUT","O","C","ct_1",1820,"tr_6"
44294,"QB","95","95","563a","CDI","O","N","ct_7",1142,"tr_0"
44299,"GZ","13","13","542a","CDI","O","C","ct_9",1600,"tr_1"
44307,"PZ","36","36","422b","CDI","O","P","ct_8",1065,"tr_3"
44319,"BZ","64","64","643a","CDI","O","C","ct_9",577,"tr_4"
44329,"QA","03","03","526a","CDI","O","C","ct_9",1832,"tr_5"
44332,"PZ",NA,NA,"435b","CDI","O","C",NA,440,NA
44334,"NZ","95","92","534a","CDI","O","C","ct_9",1715,"tr_6"
44341,"SZ","59","59","551a","CDI","O","C","ct_9",926,"tr_1"
44356,"HZ","80","94","643a","CDI","O","C","ct_9",2200,"tr_3"
44361,"CB","34","30","627b","CDI","O","C","ct_9",910,"tr_6"
44370,"FZ","45","45","621e","CDI","O","P","ct_9",560,"tr_1"
44373,"QB","35","35","563a","CDI","O","N","ct_7",3000,"tr_1"
44377,"QA","79","79","526e","CDI","O","C","ct_9",1328,"tr_1"
44382,"QB",NA,NA,"524c","AUT","X","P","ct_2",1243,"tr_6"
44387,"QB","91","91","526a","CDI","O","C","ct_9",1827,"tr_4"
44396,"CA","94","94","674c","CDI","O","C","ct_9",1610,"tr_4"
44400,"HZ","53","53","451a","CDI","O","C","ct_9",1820,"tr_2"
44427,"QB","25","25","526a","CDI","O","P","ct_8",664,"tr_4"
44444,"QB","31","31","525d","CDI","O","C","ct_9",1680,"tr_4"
44458,"CC","62","62","675c","CDI","O","C","ct_9",1554,"tr_5"
44463,"NZ","02","02","691e","CDI","O","C","ct_8",1923,"tr_1"
44464,"QA","46","46","431d","CDI","O","P","ct_8",1220,"tr_6"
44471,"PZ","92","75","525a","CDI","O","P","ct_9",2386,"tr_3"
44487,"NZ","38","38","676c","CDI","O","C","ct_9",1915,"tr_4"
44490,"CG","49","49","653a","CDI","O","C","ct_9",300,"tr_6"
44497,"QB","73","73","525d","CDI","O","C","ct_8",1214,"tr_4"
44502,"GZ","13","13","374a","CDI","O","C","ct_9",1700,"tr_1"
44509,"CA","81","81","674b","CDI","O","C","ct_9",496,"tr_5"
44516,"RZ","78","78","653a","CDI","O","C","ct_5",1759,"tr_3"
44521,"NZ","19","19","691b","CDI","O","C","ct_8",2028,"tr_1"
44524,"MA","02","02","461e","CDI","O","C","ct_9",1974,"tr_2"
44526,"HZ","14","14","641a","CDI","O","C","ct_9",2200,"tr_3"
44539,"HZ","68","68","641a","CDI","O","C","ct_9",2616,"tr_2"
44545,"TZ",NA,NA,"563c","CDI","O","N","ct_7",170,"tr_0"
44553,"IZ","88","88","636d","CDI","O","C","ct_9",1711,"tr_1"
44557,"KZ","61","61","545c","CDI","O","P","ct_6",1348,"tr_1"
44563,"QB","78","78","525d","CDI","O","C","ct_9",1201,"tr_4"
44564,"HZ",NA,NA,"641b","CDI","O","C","ct_9",1628,"tr_1"
44565,"CA","56","56","674c","CDI","O","P","ct_9",291,"tr_6"
44566,"JA","75","75","371a","CDI","O","C","ct_9",1820,"tr_6"
44591,"CA","07","07","674c","CDI","O","C","ct_9",1281,"tr_4"
44593,"GZ","33","33","551a","CDI","O","C","ct_9",1719,"tr_6"
44595,"GZ","19","19","552a","CDI","O","C","ct_9",1146,"tr_5"
44614,"KZ","11","11","653a","CDI","O","P","ct_8",866,"tr_2"
44624,"GZ","75","75","551a","CDI","O","C","ct_9",1728,"tr_2"
44629,"CM","88","88","627d","CDI","O","C","ct_9",1673,"tr_5"
44634,"CG","81","31","674a","CDI","O","C","ct_9",1934,"tr_5"
44636,"GZ","76","76","556a","CDI","O","C","ct_9",1820,"tr_2"
44640,"QA","88","88","526b","CDI","O","C","ct_8",1633,"tr_1"
44641,"CA","56","56","636c","CDI","O","C","ct_9",2438,"tr_1"
44654,"CL","33","33","653a","CDI","O","C","ct_9",455,"tr_6"
44655,"QA","10","10","526b","CDI","O","C","ct_6",981,"tr_1"
44666,"OZ","17","91","524c","CDI","O","P","ct_2",264,"tr_3"
44678,"NZ","92","92","684a","CDI","O","C","ct_9",1793,"tr_6"
44686,"HZ","25","25","641a","CDI","O","C","ct_9",2200,"tr_2"
44687,"QB","43","48","525d","CDI","O","P","ct_8",1406,"tr_5"
44697,"FZ","06","06","685a","CDI","O","C","ct_9",1545,"tr_1"
44699,"QB","45","45","676e","AUT","X","C","ct_8",1806,"tr_5"
44701,"QB","78","78","525d","CDI","O","C","ct_9",1201,"tr_4"
44703,"TZ",NA,NA,"563c","CDI","O","N","ct_7",804,"tr_0"
44716,"GZ","42","42","634c","CDI","O","C","ct_9",1825,"tr_2"
44718,"GZ","25","25","542a","CDI","O","C","ct_9",2200,"tr_3"
44723,"TZ","93","75","563a","CDI","O","N","ct_7",1683,"tr_1"
44725,"NZ","35","35","676c","CDI","O","C",NA,194,"tr_5"
44726,"HZ","95","95","641b","CDI","O","C","ct_9",1517,"tr_5"
44731,"CC","88","88","626c","CDI","O","C","ct_9",1842,"tr_3"
44733,"QB","59","59","431f","CDI","O","P","ct_8",1199,"tr_1"
44744,"CI","77","77","673c","CDI","O","C","ct_9",1797,"tr_5"
44749,"GZ","36","36","641a","CDI","O","C","ct_9",1550,"tr_1"
44752,"NZ","76","76","684a","CDI","O","C","ct_9",1560,"tr_4"
44763,"GZ","44","44","372c","CDI","O","C","ct_9",1820,"tr_3"
44765,"QB","22","22","525d","CDI","O","C",NA,219,NA
44777,"CH","81","81","685a","CDI","O","C","ct_8",1800,"tr_3"
44787,"SZ","11","11","685a","CDI","O","P","ct_9",571,"tr_1"
44805,"CE","13","13","484a","CDI","O","C","ct_9",1898,"tr_6"
44812,"GZ","83","83","554h","CDI","O","P","ct_9",952,"tr_1"
44818,"CA","2B","2B","636c","CDI","O","C","ct_9",1542,"tr_1"
44819,"GZ","11","11","471b","CDI","O","P","ct_9",1456,"tr_2"
44826,"KZ","91","75","461e","CDI","O","P","ct_9",1900,"tr_6"
44831,"QA","72","72","523d","CDI","O","C","ct_3",1820,"tr_6"
44847,"NZ","30","30","676c","CDI","O","C","ct_9",1433,"tr_3"
44889,"QB","64","33","563a","AUT","O","C","ct_2",2924,"tr_6"
44892,"OZ","08","08","563a","AUT","O","C","ct_2",1820,"tr_6"
