id,Job_desc,ECO_SECT,WORK_CONDITION,type_of_contract,Labor_force_status,job_dep,Working_hours,earnings,employer_type,EMPLOYEE_COUNT
48249,"632d","CH","C","CDI","O","56",1864,21069,"ct_9","tr_3"
48260,"628e","EZ","C","CDI","O","56",342,3533,"ct_9","tr_1"
48262,"387a","KZ","C","CDI","O","44",1820,54645,"ct_9","tr_2"
48264,"526c","QB","C","CDI","O","57",817,13689,"ct_8","tr_2"
48265,"628a","CH","C","CDI","O","57",1937,29061,"ct_9","tr_1"
48275,"384a","CK","C","CDI","O","57",1789,39970,"ct_9","tr_6"
48277,"474c","CL","C","CDI","O","67",1679,21670,"ct_9","tr_2"
48278,"545c","KZ","C","CDI","O","93",1483,38812,"ct_9","tr_6"
48280,"341a","PZ","C","CDI","O","57",1820,25907,"ct_8","tr_5"
48282,"625a","CA","C","CDI","O","57",1169,4495,"ct_9","tr_5"
48283,"561d","IZ","C","CDI","O","57",1634,13400,"ct_9","tr_5"
48285,"632e","FZ","C","CDI","O","57",1687,19619,"ct_9","tr_1"
48288,"467a","KZ","C","CDI","O","57",1647,23457,"ct_9","tr_1"
48296,"385a","MA","C","CDI","O","92",797,59454,"ct_9","tr_5"
48301,"541b","QA","P","CDI","O","57",1044,10547,"ct_6","tr_1"
48309,"471a","SZ","C","CDI","O","57",1820,28295,"ct_4","tr_4"
48310,"543b","GZ","C","CDI","O","57",358,3015,NA,NA
48311,"462d","GZ","C","CDI","O","54",1402,16530,"ct_9","tr_1"
48314,"463b","GZ","C","CDI","O","29",1694,19028,"ct_9","tr_5"
48323,"461b","FZ","C","CDI","O","57",1820,22217,"ct_9","tr_4"
48324,"525d","QA","C","CDI","O","57",1821,17070,"ct_8","tr_5"
48336,"484a","CA","C","CDI","O","57",1991,33342,"ct_9","tr_6"
48342,"543f","NZ","C","CDI","O","57",1839,14035,"ct_9","tr_5"
48347,"461e","OZ","C","CDI","O","57",2077,24616,"ct_8","tr_6"
48350,"534a","HZ","C","CDI","O","57",964,20225,"ct_9","tr_6"
48355,"434d","QB","C","CDI","O","57",1691,30195,"ct_8","tr_3"
48358,"623g","CH","C","CDI","O","57",1834,31936,"ct_9","tr_1"
48359,"526a","QA","P","CDI","O","57",1333,12660,"ct_8","tr_4"
48361,"681a","FZ","C","CDI","O","57",1720,23987,"ct_9","tr_2"
48369,"636d","IZ","C","CDI","O","57",421,5421,"ct_9","tr_3"
48373,"525d","QB","P","CDI","O","57",1365,17318,"ct_8","tr_3"
48374,"561d","IZ","C","APP","A","57",1277,6729,"ct_9","tr_1"
48375,"542a","QA","P","CDI","O","57",1867,20389,"ct_6","tr_1"
48378,"526a","QB","C","CDI","O","57",1820,18019,"ct_8","tr_4"
48380,"467a","KZ","C","CDI","O","57",1820,27651,"ct_9","tr_2"
48388,"488a","IZ","C","CDI","O","67",1830,10510,"ct_9","tr_2"
48392,"632f","NZ","N","TTP","O","57",803,6988,"ct_9","tr_1"
48405,"641a","GZ","C","CDI","O","57",1499,17025,"ct_9","tr_4"
48408,"487a","HZ","C","CDI","O","57",1695,26303,"ct_9","tr_3"
48409,"341a","PZ","C","CDI","O","57",1820,31650,"ct_8","tr_4"
48411,"434g","QB","C","CDI","O","57",1265,16470,"ct_9","tr_2"
48413,"433a","QA","P","AUT","O","57",1456,26344,"ct_3","tr_5"
48415,"387f","MA","C","CDI","O","38",1705,21999,"ct_9","tr_3"
48430,"554a","CA","C","CDI","O","57",1884,16219,"ct_9","tr_2"
48432,"477c","QB","C","CDI","O","54",224,4041,"ct_9","tr_4"
48433,"623f","CH","C","CDI","O","57",1567,20042,"ct_9","tr_3"
48435,"676a","NZ","C","CDD","O","57",887,7022,"ct_9","tr_2"
48438,"671c","FZ","C","CDI","O","57",1011,15258,"ct_9","tr_4"
48444,"545b","KZ","C","CDI","O","57",1811,29218,"ct_9","tr_4"
48452,"561b","IZ","C","AUT","O","57",194,3843,NA,NA
48457,"472b","DZ","C","CDI","O","57",1771,24321,"ct_9","tr_5"
48463,"545d","OZ","C","CDI","O","57",2035,23128,"ct_8","tr_6"
48473,"653a","CA","C","CDI","O","57",1711,24099,"ct_9","tr_6"
48475,"435a","NZ","C","CDI","O","57",1361,39727,"ct_8","tr_1"
48479,"674a","CG","C","CDI","O","57",1863,43105,"ct_9","tr_6"
48487,"676c","NZ","N","TTP","O","57",1084,10163,"ct_9","tr_1"
48496,"652a","NZ","C","TTP","O","54",303,3459,"ct_9","tr_1"
48498,"623b","NZ","C","CDI","O",NA,1935,18165,"ct_9","tr_2"
48505,"563b","QB","N","CDI","O","57",2374,21838,"ct_7","tr_1"
48524,"563b","QB","P","CDI","O","57",1073,9068,"ct_9","tr_4"
48535,"628a","CL","C","APP","A","57",1228,19244,"ct_9","tr_6"
48538,"563b","QB","P","CDI","O","57",1172,10339,"ct_8","tr_5"
48539,"634c","GZ","C","CDI","O","57",1596,12568,"ct_9","tr_1"
48541,"684a","QB","P","AUT","X","57",1297,11582,"ct_8","tr_4"
48542,"543c","KZ","C","CDI","O","57",725,10959,"ct_9","tr_0"
48547,"433b","GZ","C","CDD","O","57",917,14396,"ct_9","tr_1"
48555,"543b","GZ","C","CDI","O","57",1639,8392,"ct_9","tr_5"
48566,"543h","FZ","C","CDI","O","54",1820,21765,"ct_9","tr_2"
48569,"467a","KZ","C","CDI","O","54",1820,34385,"ct_9","tr_1"
48575,"424a","RZ","C","CDI","O","57",1484,11306,"ct_9","tr_1"
48576,"554f","GZ","C","CDI","O","57",1775,28853,"ct_9","tr_1"
48577,"525d","QB","C","CDI","O","57",1789,15540,"ct_8","tr_4"
48578,"421b","PZ","P","AUT","O","54",1365,17026,"ct_2","tr_2"
48590,"483a","CM","C","CDI","O","57",1827,38106,"ct_9","tr_5"
48591,"561f","IZ","P","CDI","O","57",870,9092,"ct_9","tr_3"
48593,"628c","CH","C","CDI","O","67",1723,18705,"ct_9","tr_5"
48595,"543b","FZ","C","CDI","O","57",1547,22747,"ct_9","tr_3"
48596,"563b","QB","C","CDI","O","88",433,4201,NA,NA
48599,"333f","RZ","C","CDI","O","57",1822,21450,"ct_2","tr_4"
48600,"374d","CB","C","CDI","O",NA,1410,43891,"ct_9","tr_1"
48607,"384c","CK","C","CDI","O","93",1820,42460,"ct_9","tr_3"
48608,"685a","SZ","C","CDI","O","57",1412,10036,"ct_9","tr_2"
48610,"542a","GZ","C","CDI","O","57",1820,19909,"ct_9","tr_1"
48615,"653a","CL","C","CDI","O","57",1744,17621,"ct_9","tr_0"
48617,"641a","FZ","C","CDI","O","57",1894,19715,"ct_9","tr_3"
48633,"372c","NZ","C","CDI","O","57",1783,25363,"ct_9","tr_2"
48640,"434b","SZ","C","CDI","O","57",669,9312,"ct_8","tr_1"
48641,"525b","PZ","C","CDI","O","57",1820,17411,"ct_8","tr_4"
48649,"341a","PZ","C","CDI","O","57",1820,29589,"ct_8","tr_4"
48650,"342d","PZ","P","CDI","O","57",973,11984,"ct_8","tr_1"
48652,"521a","HZ","C","AUT","O","57",1820,20853,"ct_9","tr_3"
48655,"552a","GZ","P","CDD","O","57",859,8190,"ct_9","tr_2"
48660,"551a","GZ","C","CDI","O","57",1400,13569,"ct_9","tr_3"
48662,"543c","NZ","C","CDI","O","57",1840,19068,"ct_9","tr_1"
48676,"554c","GZ","C","CDI","O","57",1663,14872,"ct_9","tr_4"
48679,"372e","MA","C","CDI","O","54",1491,26374,"ct_9","tr_4"
48682,"626b","CG","C","CDI","O","57",1497,22653,"ct_9","tr_5"
48690,"684b","EZ","C","CDI","O","57",1856,20184,"ct_9","tr_2"
48698,"526a","QB","P","CDI","O","57",1365,15579,"ct_8","tr_5"
48699,"374a","GZ","C","CDI","O","57",1680,32194,"ct_9","tr_3"
48701,"534a","NZ","C","CDI","O","57",2057,20796,"ct_9","tr_6"
48703,"551a","GZ","C","CDI","O","57",1739,16484,"ct_9","tr_5"
48707,"621b","CG","C","CDI","O","57",1719,22839,"ct_9","tr_3"
48708,"526a","QB","P","CDI","O","57",1365,15814,"ct_8","tr_5"
48710,"628a","CM","C","CDI","O","57",2022,21039,"ct_9","tr_4"
48713,"674c","CA","C","CDI","O","57",1820,23510,"ct_9","tr_5"
48721,"563b","QB","P","CDI","O","57",1027,9767,"ct_9","tr_3"
48724,"525d","QB","C","CDI","O","57",1926,18738,"ct_8","tr_3"
48728,"387d","CH","C","CDI","O","57",1671,46179,"ct_9","tr_5"
48729,"626a","CL","C","CDI","O","57",1658,22807,"ct_9","tr_6"
48733,"422a","PZ","C","CDD","O",NA,1820,35139,"ct_1","tr_5"
48740,"673c","CH","C","CDI","O","57",1726,14547,"ct_9","tr_5"
48744,"472d","OZ","C","AUT","O","57",1637,23669,"ct_2","tr_4"
48747,"674a","CG","C","CDI","O","57",1764,21391,"ct_9","tr_6"
48748,"525d","QB","P","CDI","O","57",788,11800,"ct_8","tr_4"
48760,"551a","GZ","C","CDI","O","57",1916,17941,"ct_9","tr_3"
48766,"563a","QB","N","CDI","O","57",3000,14001,"ct_7","tr_1"
48768,"462d","KZ","C","CDI","O","59",1820,43950,"ct_9","tr_6"
48776,"526a","QB","C","CDI","O","57",1845,24287,"ct_8","tr_3"
48780,"374c","GZ","C","CDI","O","57",458,56442,"ct_9","tr_3"
48783,"374a","GZ","C","CDI","O","57",1820,39035,"ct_9","tr_6"
48786,"551a","GZ","C","CDI","O","57",1838,16162,"ct_9","tr_2"
48787,"691e","NZ","C","CDI","O","57",951,6253,"ct_9","tr_4"
48789,"545d","OZ","C","CDI","O","57",2019,18373,"ct_8","tr_6"
48791,"525d","QB","C","CDI","O","57",1820,17742,"ct_8","tr_3"
48796,"642a","HZ","C","CDI","O","57",1127,9931,"ct_9","tr_1"
48798,"543b","SZ","C","CDI","O","57",1450,15066,"ct_8","tr_1"
48800,"676e","CL","P","CDI","O","54",1662,27313,"ct_9","tr_6"
48809,"384c","CH","C","CDI","O","57",1771,36919,"ct_9","tr_4"
48811,"634c","GZ","C","CDI","O","57",2099,24326,"ct_9","tr_2"
48821,"525d","QA","C","CDI","O","57",1914,18121,"ct_9","tr_4"
48826,"525d","QB","P","CDI","O","57",1195,15656,"ct_8","tr_4"
48833,"641a","HZ","C","CDI","O","57",2152,18404,"ct_9","tr_3"
48839,"462b","GZ","C","CDI","O","57",1820,37635,"ct_9","tr_2"
48844,"542a","KZ","C","CDI","O","57",1886,20888,"ct_9","tr_2"
48847,"478c","JC","C","CDI","O","57",1684,18615,"ct_9","tr_2"
48848,"636c","CA","C","CDI","O","57",1698,20097,"ct_9","tr_3"
48852,"526d","QB","C","CDI","O","57",672,9556,"ct_8","tr_3"
48853,"435b","SZ","P","CDI","O","57",984,10509,"ct_8","tr_2"
48858,"563a","QB","N","CDI","O","57",866,3939,"ct_7","tr_0"
48860,"421b","PZ","C","AUT","O","57",1820,28568,"ct_2","tr_1"
48865,"434d","QB","C","CDI","O","57",1785,21601,"ct_8","tr_3"
48868,"526a","QB","C","CDI","O","57",1821,23453,"ct_8","tr_4"
48874,"676c","QB","C","CDI","O","57",1552,23132,"ct_8","tr_5"
48875,"673c","CK","C","CDI","O","57",732,8622,"ct_9","tr_6"
48883,"562b","SZ","C","CDI","O","57",1018,8909,"ct_9","tr_1"
48884,"561c","IZ","C","CDI","O","57",1562,8270,"ct_9","tr_2"
48886,"386d","DZ","C","CDI","O","57",1743,60583,"ct_9","tr_5"
48887,"376e","KZ","C","CDI","O","67",1824,52189,"ct_9","tr_3"
48893,"561d","IZ","C","CDI","O","57",1910,17569,"ct_9","tr_2"
48895,"526b","MC","C","CDI","O","57",1256,12906,"ct_6","tr_1"
48900,"632k","GZ","C","CDI","O","57",1041,10858,"ct_6","tr_1"
48907,"628c","CH","C","CDI","O","67",1723,18063,"ct_9","tr_5"
48908,"674b","CA","C","CDI","O","57",1849,18704,"ct_9","tr_5"
48911,"534a","NZ","C","CDI","O","57",2016,22283,"ct_9","tr_6"
48923,"673c","CJ","C","CDI","O","57",1846,23103,"ct_9","tr_6"
48926,"373c","MA","C","CDI","O","57",1820,80806,"ct_9","tr_3"
48931,"651a","CH","C","CDI","O","57",398,10566,"ct_9","tr_6"
48933,"467a","KZ","C","CDI","O","57",1820,33662,"ct_9","tr_6"
48942,"641a","HZ","C","CDI","O","57",1090,12196,"ct_9","tr_2"
48943,"423b","PZ","C","CDI","O","54",126,5101,NA,NA
48949,"653a","CG","C","CDI","O","67",1826,25581,"ct_9","tr_5"
48951,"563b","QB","N","CDI","O","57",568,5682,"ct_7","tr_0"
48954,"526a","QB","P","CDI","O","67",1614,21383,"ct_8","tr_3"
48958,"643a","CM","C","CDI","O","57",1470,15914,"ct_9","tr_1"
48979,"464b","MC","C","CDD","O","75",435,4929,"ct_8","tr_6"
48996,"451h","LZ","C","CDI","O","57",1778,20914,"ct_5","tr_4"
49001,"561c","IZ","P","CDI","O","57",520,4701,"ct_9","tr_1"
49002,"636c","GZ","C","CDI","O","57",1956,24313,"ct_9","tr_6"
49003,"526a","QB","C","CDI","O","67",945,12328,"ct_8","tr_4"
49004,"634c","GZ","C","CDI","O","57",1843,17042,"ct_9","tr_3"
49009,"641a","FZ","C","CDI","O","57",1663,25051,"ct_9","tr_4"
49016,"684b","NZ","P","CDI","O","57",155,1998,NA,"tr_3"
49022,"551a","GZ","C","CDI","O","57",1826,16450,"ct_9","tr_6"
49024,"431f","QB","P","CDI","O","57",1090,15190,"ct_8","tr_5"
49036,"543g","NZ","C","CDI","O","57",1535,12264,"ct_9","tr_5"
49039,"642a","HZ","C","CDI","O","57",1741,16854,"ct_6","tr_1"
49041,"632k","SZ","C","CDD","O","57",382,5377,"ct_4","tr_3"
49046,"461d","IZ","C","CDI","O","57",1104,23243,"ct_8","tr_4"
49050,"623f","CL","C","CDI","O","57",1439,22472,"ct_9","tr_4"
49051,"388a","MA","C","CDI","O","57",1434,21070,"ct_9","tr_5"
49061,"387c","CH","C","CDI","O","57",1212,37385,"ct_9","tr_6"
49064,"374a","GZ","C","CDI","O","57",1821,30909,"ct_9","tr_1"
49075,"435b","QB","P","CDI","O","57",1007,9286,"ct_8","tr_1"
49077,"621f","OZ","C","AUT","O","57",1901,20035,"ct_2","tr_6"
49078,"385c","GZ","C","CDI","O","57",1508,24604,"ct_9","tr_2"
49089,"463b","GZ","C","CDI","O","57",1813,42767,"ct_9","tr_2"
49094,"524c","OZ","C","CDI","O","57",2028,20657,"ct_2","tr_6"
49098,"525d","QA","C","CDI","O","57",1819,21430,"ct_8","tr_5"
49104,"526e","QA","C","CDI","O","57",944,9033,"ct_9","tr_1"
49106,"463b","GZ","C","CDI","O","57",1813,48856,"ct_9","tr_2"
49111,"542b","HZ","C","CDI","O","57",1757,26876,"ct_9","tr_3"
49131,"474a","CG","C","CDI","O","57",1706,39714,"ct_9","tr_4"
49132,"681a","FZ","C","CDI","O","77",1687,27345,"ct_9","tr_6"
49133,"341a","PZ","C","CDI","O","54",1820,26376,"ct_8","tr_3"
49134,"551a","GZ","P","CDI","O","57",1320,15949,"ct_9","tr_3"
49151,"684a","IZ","C","CDI","O","57",260,1995,NA,NA
49152,"681a","FZ","C","CDI","O","57",1539,30202,"ct_9","tr_1"
49157,"526a","QA","C","CDI","O","57",910,3577,"ct_8","tr_5"
49159,"463b","GZ","C","CDI","O","55",2028,55394,"ct_9","tr_3"
49160,"562b","SZ","C","APP","A","57",631,4050,"ct_9","tr_1"
49164,"652a","HZ","C","CDI","O","57",1888,23744,"ct_9","tr_6"
49166,"344b","QA","C","CDI","O","57",1820,51608,"ct_8","tr_5"
49167,"534a","NZ","C","CDI","O","93",1970,18287,"ct_9","tr_5"
49168,"563b","QB","P","CDI","O","57",1683,14266,"ct_9","tr_4"
49169,"542a","MA","C","CDI","O","57",1192,10208,"ct_9","tr_3"
49170,"531a","OZ","C","AUT","O","57",1820,27631,"ct_1","tr_4"
49173,"652a","CG","C","CDI","O","57",1850,20277,"ct_9","tr_3"
49187,"562b","SZ","C","CDI","O","57",1769,21055,"ct_9","tr_1"
49196,"462b","GZ","C","CDI","O","57",1820,39466,"ct_9","tr_2"
49197,"563a","QB","N","CDI","O","57",3000,13921,"ct_7","tr_1"
49199,"632a","FZ","C","CDI","O","57",1666,36733,"ct_9","tr_2"
49201,"641a","GZ","C","CDI","O","57",1882,20817,"ct_9","tr_2"
49204,"462e","NZ","C","CDI","O","57",1945,24761,"ct_9","tr_1"
49208,"561d","IZ","C","CDD","A","57",1347,10796,"ct_9","tr_1"
49209,"477b","EZ","C","CDI","O","57",1758,26653,"ct_5","tr_4"
49210,"543h","QB","C","CDI","O","57",1774,47170,"ct_8","tr_1"
49221,"653a","CA","C","CDI","O","57",1855,24293,"ct_9","tr_5"
49223,"534a","NZ","C","CDI","O","57",1337,13728,"ct_9","tr_1"
49224,"472c","MA","C","CDI","O","57",1463,48008,"ct_9","tr_1"
49228,"542a","GZ","C","CDI","O","57",1216,11276,"ct_9","tr_1"
49230,"423a","PZ","C","CDI","O","57",1358,12388,"ct_6","tr_1"
49232,"634c","GZ","C","CDI","O","57",1727,15168,"ct_9","tr_1"
49236,"563a","QB","P","CDI","O","57",1244,11975,"ct_8","tr_3"
49243,"434d","QB","P","CDI","O","57",919,5485,"ct_8","tr_5"
49248,"474b","CL","C","CDI","O","57",1723,33021,"ct_9","tr_6"
49249,"672a","CI","C","CDI","O","57",1627,17366,"ct_9","tr_3"
49254,"545d","OZ","P","CDI","O","57",1651,22957,"ct_8","tr_6"
49266,"477b","FZ","C","CDI","O","68",1820,33695,"ct_9","tr_6"
49269,"641a","HZ","C","CDI","O","18",1679,23075,"ct_9","tr_5"
49274,"684a","NZ","C","AUT","O","57",260,1729,NA,"tr_2"
49281,"374b","GZ","C","CDI","O","57",1081,78978,"ct_9","tr_3"
49284,"524c","OZ","P","AUT","X","57",1300,11139,"ct_2","tr_6"
49290,"463e","GZ","C","CDI","O","54",292,2453,"ct_9","tr_1"
49293,"421b","PZ","C","CDI","O","57",1820,21728,"ct_8","tr_1"
49296,"526a","QB","C","CDI","O","57",422,5652,"ct_8","tr_3"
49297,"376e","KZ","C","CDI","O","75",1820,53872,"ct_8","tr_6"
49302,"541d","NZ","C","CDI","O","57",1602,15764,"ct_9","tr_6"
49305,"636d","IZ","C","CDI","O","57",304,5475,"ct_8","tr_4"
49315,"461e","OZ","C","CDI","O","67",2020,27909,"ct_8","tr_6"
49316,"562b","SZ","C","CDI","O","57",1624,15294,"ct_9","tr_1"
49325,"542b","HZ","C","CDI","O","57",1364,17580,"ct_9","tr_1"
49333,"563a","QB","N","CDI","O","57",3000,12861,"ct_7","tr_1"
49343,"374a","GZ","C","CDI","O","57",393,6075,"ct_9","tr_2"
49345,"628a","HZ","C","CDI","O","57",1333,15514,"ct_9","tr_5"
49346,"486b","DZ","C","CDI","O","57",1837,28812,"ct_9","tr_1"
49350,"636d","IZ","P","CDI","O","57",578,5830,"ct_9","tr_1"
49351,"681b","FZ","C","APP","A","57",595,2612,"ct_9","tr_1"
49353,"673c","CH","C","CDI","O","57",1997,16628,"ct_9","tr_6"
49354,"676d","HZ","C","CDI","O","57",218,1600,"ct_9","tr_3"
49356,"433a","QA","C","CDI","O","57",1820,28727,"ct_9","tr_3"
49362,"384c","MA","C","CDI","O","57",1785,34958,"ct_9","tr_3"
49374,"344d","GZ","C","CDI","O","57",1850,45062,"ct_9","tr_1"
49377,"543b","FZ","C","CDI","O","57",1461,23213,"ct_9","tr_2"
49382,"652a","HZ","C","CDI","O","57",1286,15485,"ct_9","tr_2"
49384,"634b","FZ","C","CDI","O","57",1599,19300,"ct_9","tr_3"
49389,"554e","GZ","P","CDI","O","57",1066,10918,"ct_9","tr_4"
49393,"632a","FZ","C","CDI","O","57",1633,26582,"ct_9","tr_1"
49394,"423a","PZ","C","CDI","O","57",1445,13868,"ct_9","tr_1"
49395,"484b","CG","C","CDI","O","57",1805,29713,"ct_9","tr_1"
49397,"431f","QA","C","CDI","O","57",1317,18772,"ct_9","tr_1"
49398,"554b","GZ","C","CDI","O","57",1523,21636,"ct_9","tr_1"
49413,"478d","JB","C","CDI","O","57",378,11244,"ct_9","tr_6"
49424,"545d","OZ","C","CDI","O","57",1728,18171,"ct_8","tr_6"
49426,"545c","KZ","C","CDI","O","57",1924,29644,"ct_8","tr_5"
49428,"477a","CE","C","CDI","O","57",1827,29817,"ct_9","tr_6"
49432,"474b","CL","C","CDI","O","67",1626,36143,"ct_9","tr_6"
49434,"344b","QA","P","CDI","O","57",524,52464,"ct_8","tr_3"
49443,"372b","CE","C","CDI","O","55",1638,53683,"ct_9","tr_4"
49446,"434d","QB","C","CDI","O","57",1820,28782,"ct_8","tr_3"
49447,"673b","CH","C","CDI","O","57",613,4675,"ct_9","tr_4"
49449,"554e","GZ","P","CDI","O","57",1053,11098,"ct_9","tr_1"
49452,"628g","FZ","C","CDI","O","57",1638,23276,"ct_9","tr_1"
49454,"431f","QA","C","CDI","O","57",1820,24144,"ct_8","tr_3"
49457,"636c","CA","C","CDI","O","57",500,5987,"ct_9","tr_1"
49458,"676d","HZ","C","APP","A","57",597,2527,"ct_9","tr_6"
49459,"333f","RZ","C","CDI","O","57",1820,33026,"ct_2","tr_4"
49461,"434g","QB","P","CDI","O","57",2002,30997,"ct_8","tr_3"
49462,"388b","CL","C","CDI","O","57",1906,52068,"ct_9","tr_6"
49465,"525d","QB","P","CDI","O","57",910,10471,"ct_8","tr_4"
49468,"546b","NZ","C","CDI","O","57",1688,19892,"ct_9","tr_1"
49470,"422c","PZ","C","CDI","O","57",728,6605,NA,NA
49471,"373c","FZ","N","AUT","O","57",1599,17176,"ct_9","tr_1"
49473,"563a","TZ","N","CDI","O","57",1873,14684,"ct_7","tr_1"
49474,"383a","CK","C","CDI","O","57",1736,46723,"ct_9","tr_6"
49481,"526a","OZ","C","CDI","O","57",400,4410,"ct_8","tr_6"
49484,"621c","FZ","C","CDI","O","57",1246,17527,"ct_9","tr_4"
49489,"534a","NZ","C","CDI","O","57",2163,19803,"ct_9","tr_6"
49498,"466c","HZ","C","CDI","O","57",2058,29193,"ct_9","tr_4"
49501,"434d","QB","C","CDI","O","57",1779,24487,"ct_8","tr_4"
49502,"643a","IZ","P","CDI","O","57",726,6053,"ct_9","tr_1"
49508,"551a","GZ","C","CDI","O","57",403,3721,"ct_9","tr_4"
49509,"563c","NZ","P","CDD","O","57",530,6511,"ct_8","tr_5"
49510,"542a","LZ","C","APP","A","49",1021,10305,"ct_9","tr_4"
49511,"673c","FZ","C","CDI","O","57",1792,16551,"ct_9","tr_3"
49514,"477b","DZ","C","CDI","O","57",1780,35333,"ct_9","tr_3"
49517,"561d","IZ","C","CDI","O","57",1612,13509,"ct_9","tr_1"
49533,"542a","GZ","C","CDI","O","57",1820,22386,"ct_9","tr_4"
49539,"467b","KZ","P","CDI","O","57",1456,26362,"ct_9","tr_6"
49540,"652a","HZ","C","CDI","O","57",1286,15959,"ct_9","tr_2"
49541,"373b","OZ","C","CDI","O","57",2045,36942,"ct_8","tr_5"
49543,"431f","QA","C","CDI","O","57",1815,25373,"ct_8","tr_6"
49544,"451a","HZ","C","CDI","O","57",1858,21236,"ct_9","tr_6"
49547,"526a","QB","C","CDI","O","67",945,12427,"ct_8","tr_4"
49548,"563a","QB","N","CDI","O","57",2646,10361,"ct_7","tr_1"
49549,"431f","NZ","C","CDI","O","57",1521,27619,"ct_9","tr_2"
49557,"543g","QB","C","CDI","O","57",1736,30637,"ct_8","tr_2"
49562,"526a","QA","C","AUT","O","57",1824,19169,"ct_3","tr_6"
49565,"641a","HZ","C","CDI","O","67",500,18322,"ct_9","tr_1"
49573,"422c","PZ","C","CDI","O","57",1820,22391,"ct_8","tr_4"
49584,"554c","GZ","C","CDI","O","57",1155,10944,"ct_9","tr_1"
49588,"526a","QB","C","CDI","O","57",1827,22075,"ct_8","tr_4"
49598,"422d","PZ","C","AUT","O","57",1820,25247,"ct_1","tr_4"
49615,"624d","NZ","N","TTP","O","57",817,8383,"ct_9","tr_1"
49616,"552a","GZ","P","CDI","O","57",1589,14112,"ct_9","tr_5"
49619,"632g","NZ","N","TTP","O","57",1073,10812,"ct_9","tr_1"
49626,"673c","CL","C","CDI","O","57",1821,25374,"ct_9","tr_6"
49651,"422a","PZ","C","CDI","O","57",1820,22691,"ct_1","tr_3"
49656,"525d","QB","P","CDI","O","57",928,10689,"ct_8","tr_4"
49660,"543g","JA","C","CDI","O","54",1854,33589,"ct_9","tr_5"
49665,"525d","QB","C","CDI","O","57",1820,13956,"ct_8","tr_3"
49666,"628f","PZ","C","AUT","O","57",1982,23738,"ct_1","tr_5"
49676,"676e","NZ","C","CDI","O","95",1571,17191,"ct_9","tr_6"
49684,"461f","LZ","C","CDI","O","57",1819,24119,"ct_5","tr_6"
49685,"643a","GZ","P","CDI","O","57",1000,9292,"ct_9","tr_0"
49697,"653a","GZ","C","CDI","O","57",1820,24363,"ct_9","tr_3"
49699,"463e","GZ","C","CDI","O","54",1632,30876,"ct_9","tr_1"
49705,"372a","CA","C","CDI","O","92",1820,58690,"ct_9","tr_4"
49719,"526a","QB","P","CDI","O","57",1425,18903,"ct_8","tr_4"
49721,"525d","QB","C","CDI","O","57",1820,21433,"ct_8","tr_3"
49723,"551a","GZ","C","CDI","O","57",1247,14134,"ct_9","tr_6"
49724,"556a","GZ","C","CDI","O","57",1998,21983,"ct_9","tr_3"
49726,"636a","GZ","C","CDI","O","57",1820,25699,"ct_9","tr_1"
49733,"552a","GZ","P","CDI","O","57",893,9861,"ct_9","tr_2"
49738,"543b","CG","P","CDI","O","57",1426,15165,"ct_9","tr_3"
49740,"684a","CA","C","CDI","O","57",1739,15415,"ct_9","tr_4"
49741,"534a","NZ","C","CDI","O","57",1623,15990,"ct_9","tr_5"
49769,"486d","HZ","C","CDI","O","57",1369,15989,"ct_5","tr_4"
49770,"461f","LZ","C","CDI","O","57",1821,27610,"ct_9","tr_1"
49776,"431f","QA","C","CDI","O","57",1821,23636,"ct_8","tr_5"
49777,"628g","CL","C","CDI","O","57",1590,26157,"ct_9","tr_6"
49782,"636d","IZ","C","CDI","O","57",1418,17064,"ct_9","tr_3"
49794,"388a","JC","C","CDI","O","57",1540,23357,"ct_9","tr_2"
49801,"643a","GZ","C","CDI","O","57",1309,12360,"ct_9","tr_0"
49805,"422c","PZ","C","CDI","O","57",1820,23249,"ct_8","tr_4"
49817,"543b","CA","C","CDI","O","57",1820,19907,"ct_9","tr_2"
49819,"333e","OZ","C","AUT","O","57",1820,44544,"ct_1","tr_4"
49822,"641a","HZ","C","CDI","O","57",1914,21778,"ct_9","tr_4"
49825,"545c","KZ","C","CDI","O","57",1535,15266,"ct_6","tr_1"
49836,"673c","CL","C","CDI","O","57",1827,18026,"ct_9","tr_6"
49837,"551a","GZ","P","CDI","O","57",1386,17511,"ct_9","tr_3"
49840,"372c","CM","C","CDI","O","57",1703,45773,"ct_9","tr_5"
49849,"382a","FZ","C","CDI","O","54",1540,57071,"ct_9","tr_4"
49856,"625a","CH","C","CDI","O","57",962,14402,"ct_9","tr_5"
49862,"684a","NZ","P","TTP","O","57",152,1401,NA,"tr_5"
49864,"525d","QB","C","CDI","O","57",1625,15442,"ct_8","tr_3"
49870,"376d","KZ","C","CDI","O","57",1820,40074,"ct_9","tr_2"
49882,"563a","QB","N","CDI","O","57",3000,18883,"ct_7","tr_1"
49886,"461f","SZ","C","CDI","O","54",133,2108,NA,NA
49892,"543b","QB","C","CDI","O","58",432,6143,"ct_8","tr_3"
49902,"676e","NZ","C","TTP","O","58",611,9131,"ct_9","tr_1"
49909,"423b","PZ","C","CDI","O","58",1552,16117,"ct_1","tr_3"
49916,"636d","IZ","C","CDI","O","58",769,7116,"ct_9","tr_1"
